img_resolution 32
Files already downloaded and verified
img_resolution 32
Files already downloaded and verified
cifar_noniid 50000 100 dir
5000 41000 4000
cifar_noniid 10000 100 dir
0 6000 4000
kd_idx len 5000 out of 5000
Successfully loaded weights from pretrained resnet
self.update_layer_name was defined. ['adapter', 'bn1', 'bn2', 'fc.weight', 'fc.bias']
local finetune 확인####################: False
personalized cli 4 ep 0 batch 168  train Loss: 4.263 | Acc:36.686% | total 2704
Server Batch[098/500] KD:0.1400 ValAcc28.74
Server Batch[099/500] KD:0.0505 ValAcc29.16
Server Batch[100/500] KD:0.0505 ValAcc29.26
Server Batch[101/500] KD:0.0910 ValAcc29.46
Server Batch[102/500] KD:0.0637 ValAcc29.98
Server Batch[103/500] KD:0.0556 ValAcc30.48
Server Batch[104/500] KD:0.2166 ValAcc30.44
Server Batch[105/500] KD:0.0663 ValAcc29.72
Server Batch[106/500] KD:0.0820 ValAcc27.92
Server Batch[107/500] KD:0.1254 ValAcc27.18
Server Batch[108/500] KD:0.0978 ValAcc28.08
Server Batch[109/500] KD:0.0881 ValAcc26.82
Server Batch[110/500] KD:0.0736 ValAcc28.04
Server Batch[111/500] KD:0.0772 ValAcc27.44
Server Batch[112/500] KD:0.0713 ValAcc28.6
Server Batch[113/500] KD:0.0938 ValAcc28.84
Server Batch[114/500] KD:0.0809 ValAcc28.74
Server Batch[115/500] KD:0.0674 ValAcc29.32
Server Batch[116/500] KD:0.0612 ValAcc29.64
Server Batch[117/500] KD:0.0634 ValAcc29.02
Server Batch[118/500] KD:0.0603 ValAcc29.62
Server Batch[119/500] KD:0.0649 ValAcc29.26
Server Batch[120/500] KD:0.0550 ValAcc28.72
Server Batch[121/500] KD:0.0576 ValAcc28.48
Server Batch[122/500] KD:0.0538 ValAcc28.38
Server Batch[123/500] KD:0.0587 ValAcc28.92
Server Batch[124/500] KD:0.0489 ValAcc28.84
Server Batch[125/500] KD:0.0507 ValAcc28.48
Server Batch[126/500] KD:0.0505 ValAcc29.14
Server Batch[127/500] KD:0.0534 ValAcc29.2
Server Batch[128/500] KD:0.0538 ValAcc29.5
Server Batch[129/500] KD:0.0479 ValAcc29.26
Server Batch[130/500] KD:0.0561 ValAcc29.54
Server Batch[131/500] KD:0.0659 ValAcc28.98
Server Batch[132/500] KD:0.0451 ValAcc29.04
Server Batch[133/500] KD:0.0554 ValAcc29.34
Server Batch[134/500] KD:0.0474 ValAcc29.36
Server Batch[135/500] KD:0.0443 ValAcc30.04
Server Batch[136/500] KD:0.0524 ValAcc29.96
Server Batch[137/500] KD:0.0470 ValAcc29.44
Server Batch[138/500] KD:0.0458 ValAcc29.82
Server Batch[139/500] KD:0.0441 ValAcc29.82
Server Batch[140/500] KD:0.1968 ValAcc29.0
Server Batch[141/500] KD:0.0424 ValAcc29.26
Server Batch[142/500] KD:0.0428 ValAcc29.0
Server Batch[143/500] KD:0.0571 ValAcc29.06
Server Batch[144/500] KD:0.0475 ValAcc29.42
Server Batch[145/500] KD:0.0485 ValAcc29.48
Server Batch[146/500] KD:0.0689 ValAcc29.86
Server Batch[147/500] KD:0.0442 ValAcc29.86
Server Batch[148/500] KD:0.0450 ValAcc30.0
Server Batch[149/500] KD:0.0403 ValAcc29.68
Server Batch[150/500] KD:0.0447 ValAcc29.96
Server Batch[151/500] KD:0.0409 ValAcc30.22
Server Batch[152/500] KD:0.0461 ValAcc30.6
Server Batch[153/500] KD:0.0400 ValAcc29.38
Server Batch[154/500] KD:0.0391 ValAcc30.1
Server Batch[155/500] KD:0.1553 ValAcc29.52
Server Batch[156/500] KD:0.0428 ValAcc29.52
Server Batch[157/500] KD:0.0404 ValAcc29.94
Server Batch[158/500] KD:0.0410 ValAcc29.68
Server Batch[159/500] KD:0.0440 ValAcc30.08
Server Batch[160/500] KD:0.0409 ValAcc29.76
Server Batch[161/500] KD:0.0384 ValAcc30.14
Server Batch[162/500] KD:0.0464 ValAcc30.24
Server Batch[163/500] KD:0.0511 ValAcc30.54
Server Batch[164/500] KD:0.0368 ValAcc29.98
Server Batch[165/500] KD:0.0426 ValAcc30.28
Server Batch[166/500] KD:0.0398 ValAcc29.56
Server Batch[167/500] KD:0.0387 ValAcc29.78
Server Batch[168/500] KD:0.0368 ValAcc29.64
Server Batch[169/500] KD:0.0393 ValAcc30.24
Server Batch[170/500] KD:0.0424 ValAcc29.58
Server Batch[171/500] KD:0.0407 ValAcc29.72
Server Batch[172/500] KD:0.0520 ValAcc29.22
Server Batch[173/500] KD:0.0419 ValAcc30.54
Server Batch[174/500] KD:0.0370 ValAcc29.8
Server Batch[175/500] KD:0.0339 ValAcc29.24
Server Batch[176/500] KD:0.0435 ValAcc30.22
Server Batch[177/500] KD:0.0335 ValAcc30.62
Server Batch[178/500] KD:0.0432 ValAcc30.6
Server Batch[179/500] KD:0.0408 ValAcc29.84
Server Batch[180/500] KD:0.0367 ValAcc29.84
Server Batch[181/500] KD:0.0357 ValAcc29.76
Server Batch[182/500] KD:0.0506 ValAcc29.98
Server Batch[183/500] KD:0.0387 ValAcc29.68
Server Batch[184/500] KD:0.0354 ValAcc30.16
Server Batch[185/500] KD:0.0346 ValAcc29.74
Server Batch[186/500] KD:0.0423 ValAcc29.34
Server Batch[187/500] KD:0.0327 ValAcc29.44
Server Batch[188/500] KD:0.0348 ValAcc29.88
Server Batch[189/500] KD:0.0342 ValAcc29.68
Server Batch[190/500] KD:0.0369 ValAcc29.6
Server Batch[191/500] KD:0.0369 ValAcc29.88
Server Batch[192/500] KD:0.0322 ValAcc29.8
Server Batch[193/500] KD:0.0375 ValAcc29.98
Server Batch[194/500] KD:0.0573 ValAcc30.16
Server Batch[195/500] KD:0.0329 ValAcc30.7
Server Batch[196/500] KD:0.0328 ValAcc30.0
Server Batch[197/500] KD:0.0405 ValAcc30.46
Server Batch[198/500] KD:0.0382 ValAcc30.42
Server Batch[199/500] KD:0.0343 ValAcc30.02
Server Batch[200/500] KD:0.0376 ValAcc29.72
Server Batch[201/500] KD:0.0364 ValAcc29.42
Server Batch[202/500] KD:0.0334 ValAcc29.88
Server Batch[203/500] KD:0.0328 ValAcc29.36
Server Batch[204/500] KD:0.0334 ValAcc29.74
Server Batch[205/500] KD:0.0425 ValAcc30.02
Server Batch[206/500] KD:0.0325 ValAcc29.88
Server Batch[207/500] KD:0.0336 ValAcc30.08
Server Batch[208/500] KD:0.0311 ValAcc30.56
Server Batch[209/500] KD:0.0401 ValAcc29.6
Server Batch[210/500] KD:0.0333 ValAcc29.9
Server Batch[211/500] KD:0.0373 ValAcc29.92
Server Batch[212/500] KD:0.0362 ValAcc31.0
Server Batch[213/500] KD:0.0386 ValAcc30.12
Server Batch[214/500] KD:0.0326 ValAcc29.78
Server Batch[215/500] KD:0.0304 ValAcc30.22
Server Batch[216/500] KD:0.0300 ValAcc29.92
Server Batch[217/500] KD:0.0346 ValAcc29.8
Server Batch[218/500] KD:0.0357 ValAcc29.86
Server Batch[219/500] KD:0.0371 ValAcc30.22
Server Batch[220/500] KD:0.0298 ValAcc29.3
Server Batch[221/500] KD:0.0708 ValAcc29.74
Server Batch[222/500] KD:0.0325 ValAcc29.98
Server Batch[223/500] KD:0.0334 ValAcc30.48
Server Batch[224/500] KD:0.0359 ValAcc29.94
Server Batch[225/500] KD:0.0373 ValAcc29.88
Server Batch[226/500] KD:0.0434 ValAcc29.62
Server Batch[227/500] KD:0.0336 ValAcc29.54
Server Batch[228/500] KD:0.0360 ValAcc29.48
Server Batch[229/500] KD:0.0519 ValAcc29.46
Server Batch[230/500] KD:0.0411 ValAcc28.8
Server Batch[231/500] KD:0.0340 ValAcc29.7
Server Batch[232/500] KD:0.0432 ValAcc29.62
Server Batch[233/500] KD:0.0759 ValAcc29.72
Server Batch[234/500] KD:0.0404 ValAcc30.26
Server Batch[235/500] KD:0.0437 ValAcc29.72
Server Batch[236/500] KD:0.0389 ValAcc29.44
Server Batch[237/500] KD:0.0444 ValAcc30.32
Server Batch[238/500] KD:0.0391 ValAcc29.72
Server Batch[239/500] KD:0.0399 ValAcc30.52
Server Batch[240/500] KD:0.0400 ValAcc30.36
Server Batch[241/500] KD:0.0331 ValAcc29.76
Server Batch[242/500] KD:0.0348 ValAcc30.48
Server Batch[243/500] KD:0.0318 ValAcc29.62
Server Batch[244/500] KD:0.0396 ValAcc29.56
Server Batch[245/500] KD:0.0670 ValAcc29.24
Server Batch[246/500] KD:0.0369 ValAcc29.4
Server Batch[247/500] KD:0.0334 ValAcc29.46
Server Batch[248/500] KD:0.0348 ValAcc29.7
Server Batch[249/500] KD:0.0388 ValAcc30.04
Server Batch[250/500] KD:0.0335 ValAcc29.32
Server Batch[251/500] KD:0.0395 ValAcc29.54
Server Batch[252/500] KD:0.0335 ValAcc30.06
Server Batch[253/500] KD:0.0366 ValAcc30.04
Server Batch[254/500] KD:0.0312 ValAcc29.54
Server Batch[255/500] KD:0.0297 ValAcc30.22
Server Batch[256/500] KD:0.0373 ValAcc29.48
Server Batch[257/500] KD:0.0358 ValAcc29.54
Server Batch[258/500] KD:0.0394 ValAcc30.12
Server Batch[259/500] KD:0.0325 ValAcc30.56
Server Batch[260/500] KD:0.0346 ValAcc30.58
Server Batch[261/500] KD:0.0302 ValAcc30.44
Server Batch[262/500] KD:0.0393 ValAcc30.44
Server Batch[263/500] KD:0.0285 ValAcc29.84
Server Batch[264/500] KD:0.0332 ValAcc30.24
Server Batch[265/500] KD:0.0314 ValAcc30.24
Server Batch[266/500] KD:0.0317 ValAcc30.0
Server Batch[267/500] KD:0.0288 ValAcc29.92
Server Batch[268/500] KD:0.0330 ValAcc30.42
Server Batch[269/500] KD:0.0356 ValAcc29.46
Server Batch[270/500] KD:0.0343 ValAcc30.12
Server Batch[271/500] KD:0.0314 ValAcc30.12
Server Batch[272/500] KD:0.0319 ValAcc29.94
Server Batch[273/500] KD:0.0295 ValAcc29.92
Server Batch[274/500] KD:0.0320 ValAcc29.8
Server Batch[275/500] KD:0.0317 ValAcc29.94
Server Batch[276/500] KD:0.0295 ValAcc30.42
Server Batch[277/500] KD:0.0358 ValAcc29.64
Server Batch[278/500] KD:0.0295 ValAcc29.82
Server Batch[279/500] KD:0.0315 ValAcc30.22
Server Batch[280/500] KD:0.0299 ValAcc29.74
Server Batch[281/500] KD:0.0378 ValAcc29.76
Server Batch[282/500] KD:0.0288 ValAcc30.12
Server Batch[283/500] KD:0.0369 ValAcc29.94
Server Batch[284/500] KD:0.0352 ValAcc29.8
Server Batch[285/500] KD:0.0286 ValAcc30.08
Server Batch[286/500] KD:0.0311 ValAcc30.02
Server Batch[287/500] KD:0.0330 ValAcc29.88
Server Batch[288/500] KD:0.0292 ValAcc30.4
Server Batch[289/500] KD:0.0355 ValAcc30.14
Server Batch[290/500] KD:0.0310 ValAcc30.3
Server Batch[291/500] KD:0.0302 ValAcc29.56
Server Batch[292/500] KD:0.0286 ValAcc30.12
Server Batch[293/500] KD:0.0300 ValAcc29.88
Server Batch[294/500] KD:0.0338 ValAcc30.14
Server Batch[295/500] KD:0.0318 ValAcc29.76
Server Batch[296/500] KD:0.0275 ValAcc30.2
Server Batch[297/500] KD:0.0285 ValAcc29.82
Server Batch[298/500] KD:0.0288 ValAcc30.0
Server Batch[299/500] KD:0.0291 ValAcc30.44
Server Batch[300/500] KD:0.0360 ValAcc30.14
Server Batch[301/500] KD:0.0277 ValAcc29.98
Server Batch[302/500] KD:0.0309 ValAcc29.84
Server Batch[303/500] KD:0.0317 ValAcc30.2
Server Batch[304/500] KD:0.0285 ValAcc29.92
Server Batch[305/500] KD:0.0411 ValAcc30.06
Server Batch[306/500] KD:0.0285 ValAcc30.0
Server Batch[307/500] KD:0.0288 ValAcc29.66
Server Batch[308/500] KD:0.0299 ValAcc29.54
Server Batch[309/500] KD:0.0298 ValAcc30.38
Server Batch[310/500] KD:0.0307 ValAcc29.72
Server Batch[311/500] KD:0.0289 ValAcc30.44
Server Batch[312/500] KD:0.0310 ValAcc30.32
Server Batch[313/500] KD:0.0297 ValAcc30.56
Server Batch[314/500] KD:0.0434 ValAcc30.8
Server Batch[315/500] KD:0.0281 ValAcc30.24
Server Batch[316/500] KD:0.0279 ValAcc30.02
Server Batch[317/500] KD:0.0339 ValAcc30.38
Server Batch[318/500] KD:0.0299 ValAcc30.04
Server Batch[319/500] KD:0.0293 ValAcc30.54
Server Batch[320/500] KD:0.0276 ValAcc30.4
Server Batch[321/500] KD:0.0283 ValAcc30.64
Server Batch[322/500] KD:0.0286 ValAcc30.28
Server Batch[323/500] KD:0.0400 ValAcc30.4
Server Batch[324/500] KD:0.0319 ValAcc30.24
Server Batch[325/500] KD:0.0311 ValAcc30.16
Server Batch[326/500] KD:0.0362 ValAcc29.98
Server Batch[327/500] KD:0.0304 ValAcc30.66
Server Batch[328/500] KD:0.0291 ValAcc29.58
Server Batch[329/500] KD:0.0316 ValAcc30.6
Server Batch[330/500] KD:0.0288 ValAcc30.04
Server Batch[331/500] KD:0.0279 ValAcc30.8
Server Batch[332/500] KD:0.0316 ValAcc30.1
Server Batch[333/500] KD:0.0383 ValAcc30.38
Server Batch[334/500] KD:0.0270 ValAcc29.66
Server Batch[335/500] KD:0.0293 ValAcc30.06
Server Batch[336/500] KD:0.0302 ValAcc29.66
Server Batch[337/500] KD:0.0273 ValAcc30.18
Server Batch[338/500] KD:0.0318 ValAcc29.84
Server Batch[339/500] KD:0.0269 ValAcc29.92
Server Batch[340/500] KD:0.0293 ValAcc30.1
Server Batch[341/500] KD:0.0277 ValAcc30.1
Server Batch[342/500] KD:0.0268 ValAcc29.96
Server Batch[343/500] KD:0.0282 ValAcc30.4
Server Batch[344/500] KD:0.0319 ValAcc30.26
Server Batch[345/500] KD:0.0263 ValAcc30.04
Server Batch[346/500] KD:0.0299 ValAcc30.18
Server Batch[347/500] KD:0.0283 ValAcc30.08
Server Batch[348/500] KD:0.0283 ValAcc29.42
Server Batch[349/500] KD:0.0263 ValAcc30.1
Server Batch[350/500] KD:0.0261 ValAcc30.1
Server Batch[351/500] KD:0.0288 ValAcc29.62
Server Batch[352/500] KD:0.0306 ValAcc29.58
Server Batch[353/500] KD:0.0262 ValAcc30.22
Server Batch[354/500] KD:0.0275 ValAcc29.8
Server Batch[355/500] KD:0.0288 ValAcc29.86
Server Batch[356/500] KD:0.0293 ValAcc30.0
Server Batch[357/500] KD:0.0271 ValAcc29.78
Server Batch[358/500] KD:0.0281 ValAcc30.26
Server Batch[359/500] KD:0.0278 ValAcc30.04
Server Batch[360/500] KD:0.0262 ValAcc29.76
Server Batch[361/500] KD:0.0289 ValAcc30.18
Server Batch[362/500] KD:0.0294 ValAcc30.08
Server Batch[363/500] KD:0.0267 ValAcc30.06
Server Batch[364/500] KD:0.0261 ValAcc29.82
Server Batch[365/500] KD:0.0334 ValAcc30.0
Server Batch[366/500] KD:0.0263 ValAcc29.92
Server Batch[367/500] KD:0.0279 ValAcc30.16
Server Batch[368/500] KD:0.0282 ValAcc30.1
Server Batch[369/500] KD:0.0256 ValAcc30.24
Server Batch[370/500] KD:0.0284 ValAcc29.68
Server Batch[371/500] KD:0.0299 ValAcc30.02
Server Batch[372/500] KD:0.0254 ValAcc30.96
Server Batch[373/500] KD:0.0300 ValAcc30.18
Server Batch[374/500] KD:0.0272 ValAcc30.02
Server Batch[375/500] KD:0.0833 ValAcc30.18
Server Batch[376/500] KD:0.0273 ValAcc30.22
Server Batch[377/500] KD:0.0287 ValAcc30.56
Server Batch[378/500] KD:0.0280 ValAcc30.12
Server Batch[379/500] KD:0.0287 ValAcc30.06
Server Batch[380/500] KD:0.0263 ValAcc29.92
Server Batch[381/500] KD:0.0260 ValAcc30.24
Server Batch[382/500] KD:0.0431 ValAcc30.62
Server Batch[383/500] KD:0.0271 ValAcc30.4
Server Batch[384/500] KD:0.0268 ValAcc29.88
Server Batch[385/500] KD:0.0309 ValAcc29.88
Server Batch[386/500] KD:0.0295 ValAcc29.6
Server Batch[387/500] KD:0.0269 ValAcc29.92
Server Batch[388/500] KD:0.0272 ValAcc30.08
Server Batch[389/500] KD:0.0288 ValAcc29.42
Server Batch[390/500] KD:0.0293 ValAcc29.86
Server Batch[391/500] KD:0.0266 ValAcc29.22
Server Batch[392/500] KD:0.0287 ValAcc30.02
Server Batch[393/500] KD:0.0299 ValAcc30.3
Server Batch[394/500] KD:0.0262 ValAcc29.7
Server Batch[395/500] KD:0.0278 ValAcc30.64
Server Batch[396/500] KD:0.0263 ValAcc29.58
Server Batch[397/500] KD:0.0407 ValAcc29.94
Server Batch[398/500] KD:0.0277 ValAcc30.06
Server Batch[399/500] KD:0.0255 ValAcc29.6
Server Batch[400/500] KD:0.0271 ValAcc29.76
Server Batch[401/500] KD:0.0349 ValAcc30.06
Server Batch[402/500] KD:0.0277 ValAcc30.26
Server Batch[403/500] KD:0.0252 ValAcc30.1
Server Batch[404/500] KD:0.0251 ValAcc30.46
Server Batch[405/500] KD:0.0265 ValAcc29.48
Server Batch[406/500] KD:0.0334 ValAcc30.02
Server Batch[407/500] KD:0.0298 ValAcc29.92
Server Batch[408/500] KD:0.0247 ValAcc30.1
Server Batch[409/500] KD:0.0282 ValAcc30.0
Server Batch[410/500] KD:0.0263 ValAcc30.0
Server Batch[411/500] KD:0.0274 ValAcc30.2
Server Batch[412/500] KD:0.0250 ValAcc30.5
Server Batch[413/500] KD:0.0999 ValAcc29.34
Server Batch[414/500] KD:0.0276 ValAcc29.52
Server Batch[415/500] KD:0.0250 ValAcc29.78
Server Batch[416/500] KD:0.0336 ValAcc29.8
Server Batch[417/500] KD:0.0281 ValAcc29.86
Server Batch[418/500] KD:0.0239 ValAcc29.78
Server Batch[419/500] KD:0.0583 ValAcc29.96
Server Batch[420/500] KD:0.0271 ValAcc30.08
Server Batch[421/500] KD:0.0253 ValAcc30.06
Server Batch[422/500] KD:0.0407 ValAcc29.86
Server Batch[423/500] KD:0.0277 ValAcc29.8
Server Batch[424/500] KD:0.0265 ValAcc30.06
Server Batch[425/500] KD:0.0304 ValAcc30.1
Server Batch[426/500] KD:0.0287 ValAcc30.24
Server Batch[427/500] KD:0.0252 ValAcc30.38
Server Batch[428/500] KD:0.0319 ValAcc30.36
Server Batch[429/500] KD:0.0286 ValAcc29.66
Server Batch[430/500] KD:0.0258 ValAcc29.92
Server Batch[431/500] KD:0.0269 ValAcc30.24
Server Batch[432/500] KD:0.0283 ValAcc30.18
Server Batch[433/500] KD:0.0287 ValAcc30.24
Server Batch[434/500] KD:0.0881 ValAcc30.82
Server Batch[435/500] KD:0.0273 ValAcc30.2
Server Batch[436/500] KD:0.0253 ValAcc30.28
Server Batch[437/500] KD:0.0272 ValAcc30.3
Server Batch[438/500] KD:0.0254 ValAcc30.28
Server Batch[439/500] KD:0.0277 ValAcc30.18
Server Batch[440/500] KD:0.0380 ValAcc30.26
Server Batch[441/500] KD:0.0258 ValAcc30.34
Server Batch[442/500] KD:0.0303 ValAcc29.98
Server Batch[443/500] KD:0.1088 ValAcc30.44
Server Batch[444/500] KD:0.0265 ValAcc29.96
Server Batch[445/500] KD:0.0268 ValAcc29.62
Server Batch[446/500] KD:0.0279 ValAcc30.08
Server Batch[447/500] KD:0.0261 ValAcc30.24
Server Batch[448/500] KD:0.0310 ValAcc30.16
Server Batch[449/500] KD:0.1145 ValAcc30.26
Server Batch[450/500] KD:0.0285 ValAcc30.1
Server Batch[451/500] KD:0.0267 ValAcc30.2
Server Batch[452/500] KD:0.0310 ValAcc30.52
Server Batch[453/500] KD:0.0268 ValAcc30.46
Server Batch[454/500] KD:0.0280 ValAcc30.32
Server Batch[455/500] KD:0.0337 ValAcc30.34
Server Batch[456/500] KD:0.0269 ValAcc30.5
Server Batch[457/500] KD:0.0265 ValAcc29.68
Server Batch[458/500] KD:0.0265 ValAcc30.6
Server Batch[459/500] KD:0.0272 ValAcc30.26
Server Batch[460/500] KD:0.0267 ValAcc30.22
Server Batch[461/500] KD:0.0261 ValAcc30.14
Server Batch[462/500] KD:0.0263 ValAcc30.48
Server Batch[463/500] KD:0.0274 ValAcc29.6
Server Batch[464/500] KD:0.0278 ValAcc30.32
Server Batch[465/500] KD:0.0445 ValAcc29.98
Server Batch[466/500] KD:0.0263 ValAcc29.9
Server Batch[467/500] KD:0.0271 ValAcc30.44
Server Batch[468/500] KD:0.0253 ValAcc30.54
Server Batch[469/500] KD:0.0302 ValAcc29.88
Server Batch[470/500] KD:0.0817 ValAcc30.44
Server Batch[471/500] KD:0.0253 ValAcc30.18
Server Batch[472/500] KD:0.0313 ValAcc30.3
Server Batch[473/500] KD:0.0279 ValAcc30.3
Server Batch[474/500] KD:0.0263 ValAcc30.04
Server Batch[475/500] KD:0.0276 ValAcc30.34
Server Batch[476/500] KD:0.0539 ValAcc30.24
Server Batch[477/500] KD:0.0284 ValAcc29.96
Server Batch[478/500] KD:0.0266 ValAcc30.04
Server Batch[479/500] KD:0.0258 ValAcc30.02
Server Batch[480/500] KD:0.0265 ValAcc30.06
Server Batch[481/500] KD:0.0259 ValAcc30.28
Server Batch[482/500] KD:0.0303 ValAcc30.68
Server Batch[483/500] KD:0.0261 ValAcc30.36
Server Batch[484/500] KD:0.0266 ValAcc30.54
Server Batch[485/500] KD:0.0262 ValAcc30.22
Server Batch[486/500] KD:0.0306 ValAcc29.74
Server Batch[487/500] KD:0.0263 ValAcc30.44
Server Batch[488/500] KD:0.0263 ValAcc29.54
Server Batch[489/500] KD:0.0258 ValAcc29.68
Server Batch[490/500] KD:0.0320 ValAcc30.1
Server Batch[491/500] KD:0.0289 ValAcc29.64
Server Batch[492/500] KD:0.0293 ValAcc30.18
Server Batch[493/500] KD:0.0263 ValAcc30.5
Server Batch[494/500] KD:0.0258 ValAcc30.36
Server Batch[495/500] KD:0.0260 ValAcc29.86
Server Batch[496/500] KD:0.0264 ValAcc30.14
Server Batch[497/500] KD:0.0470 ValAcc30.0
Server Batch[498/500] KD:0.0252 ValAcc30.2
Server Batch[499/500] KD:0.0259 ValAcc29.64
use init server model instead.
round 4 select clients [0, 16, 7, 14, 15, 8, 3, 5] fedavg global model 34.15 time 20774.92
0 client test accuracy : 0.4132231404958678
16 client test accuracy : 42.98642533936651
7 client test accuracy : 41.75182481751825
14 client test accuracy : 38.05104408352668
15 client test accuracy : 37.41339491916859
8 client test accuracy : 38.55140186915888
3 client test accuracy : 41.80672268907563
5 client test accuracy : 35.77777777777778
personalized cli 7 ep 0 batch 184  train Loss: 8506.491 | Acc:51.115% | total 2960
personalized cli 7 ep 1 batch 184  train Loss: 8506.323 | Acc:52.804% | total 2960
personalized cli 7 ep 2 batch 184  train Loss: 8506.307 | Acc:51.824% | total 2960
personalized cli 7 ep 3 batch 184  train Loss: 8506.302 | Acc:51.791% | total 2960
personalized cli 7 ep 4 batch 184  train Loss: 8506.292 | Acc:51.791% | total 2960
personalized cli 7 ep 5 batch 184  train Loss: 8506.331 | Acc:50.372% | total 2960
personalized cli 7 ep 6 batch 184  train Loss: 8506.325 | Acc:51.588% | total 2960
personalized cli 7 ep 7 batch 184  train Loss: 8506.356 | Acc:50.203% | total 2960
personalized cli 7 ep 8 batch 184  train Loss: 8506.266 | Acc:52.297% | total 2960
personalized cli 7 ep 9 batch 184  train Loss: 8506.287 | Acc:51.926% | total 2960
cli 7 ep 0 batch 184  train Loss: 1.826 | Acc:54.392% | total 2960
cli 7 ep 1 batch 184  train Loss: 1.473 | Acc:60.405% | total 2960
cli 7 ep 2 batch 184  train Loss: 1.427 | Acc:61.892% | total 2960
cli 7 ep 3 batch 184  train Loss: 1.356 | Acc:62.635% | total 2960
cli 7 ep 4 batch 184  train Loss: 1.324 | Acc:64.088% | total 2960
cli 7 ep 5 batch 184  train Loss: 1.320 | Acc:63.142% | total 2960
cli 7 ep 6 batch 184  train Loss: 1.272 | Acc:65.169% | total 2960
cli 7 ep 7 batch 184  train Loss: 1.298 | Acc:63.480% | total 2960
cli 7 ep 8 batch 184  train Loss: 1.272 | Acc:64.764% | total 2960
cli 7 ep 9 batch 184  train Loss: 1.200 | Acc:66.250% | total 2960
personalized cli 19 ep 0 batch 185  train Loss: 8657.559 | Acc:26.714% | total 2976
personalized cli 19 ep 1 batch 185  train Loss: 8578.164 | Acc:38.441% | total 2976
personalized cli 19 ep 2 batch 185  train Loss: 8540.596 | Acc:41.297% | total 2976
personalized cli 19 ep 3 batch 185  train Loss: 8522.757 | Acc:42.540% | total 2976
personalized cli 19 ep 4 batch 185  train Loss: 8514.285 | Acc:42.473% | total 2976
personalized cli 19 ep 5 batch 185  train Loss: 8510.271 | Acc:42.944% | total 2976
personalized cli 19 ep 6 batch 185  train Loss: 8508.321 | Acc:44.321% | total 2976
personalized cli 19 ep 7 batch 185  train Loss: 8507.434 | Acc:44.187% | total 2976
personalized cli 19 ep 8 batch 185  train Loss: 8507.025 | Acc:44.355% | total 2976
personalized cli 19 ep 9 batch 185  train Loss: 8506.824 | Acc:44.120% | total 2976
cli 19 ep 0 batch 185  train Loss: 2.098 | Acc:47.009% | total 2976
cli 19 ep 1 batch 185  train Loss: 1.750 | Acc:53.259% | total 2976
cli 19 ep 2 batch 185  train Loss: 1.694 | Acc:55.242% | total 2976
cli 19 ep 3 batch 185  train Loss: 1.607 | Acc:56.519% | total 2976
cli 19 ep 4 batch 185  train Loss: 1.607 | Acc:57.292% | total 2976
cli 19 ep 5 batch 185  train Loss: 1.515 | Acc:58.972% | total 2976
cli 19 ep 6 batch 185  train Loss: 1.509 | Acc:58.165% | total 2976
cli 19 ep 7 batch 185  train Loss: 1.512 | Acc:59.005% | total 2976
cli 19 ep 8 batch 185  train Loss: 1.478 | Acc:60.148% | total 2976
cli 19 ep 9 batch 185  train Loss: 1.454 | Acc:60.652% | total 2976
personalized cli 14 ep 0 batch 115  train Loss: 8508.216 | Acc:48.599% | total 1856
personalized cli 14 ep 1 batch 115  train Loss: 8507.571 | Acc:48.545% | total 1856
personalized cli 14 ep 2 batch 115  train Loss: 8507.125 | Acc:49.138% | total 1856
personalized cli 14 ep 3 batch 115  train Loss: 8506.874 | Acc:48.761% | total 1856
personalized cli 14 ep 4 batch 115  train Loss: 8506.747 | Acc:49.084% | total 1856
personalized cli 14 ep 5 batch 115  train Loss: 8506.664 | Acc:47.091% | total 1856
personalized cli 14 ep 6 batch 115  train Loss: 8506.563 | Acc:50.054% | total 1856
personalized cli 14 ep 7 batch 115  train Loss: 8506.535 | Acc:48.491% | total 1856
personalized cli 14 ep 8 batch 115  train Loss: 8506.539 | Acc:47.683% | total 1856
personalized cli 14 ep 9 batch 115  train Loss: 8506.543 | Acc:48.330% | total 1856
cli 14 ep 0 batch 115  train Loss: 2.072 | Acc:49.677% | total 1856
cli 14 ep 1 batch 115  train Loss: 1.696 | Acc:56.304% | total 1856
cli 14 ep 2 batch 115  train Loss: 1.636 | Acc:57.274% | total 1856
cli 14 ep 3 batch 115  train Loss: 1.547 | Acc:59.052% | total 1856
cli 14 ep 4 batch 115  train Loss: 1.513 | Acc:58.297% | total 1856
cli 14 ep 5 batch 115  train Loss: 1.482 | Acc:59.537% | total 1856
cli 14 ep 6 batch 115  train Loss: 1.437 | Acc:60.830% | total 1856
cli 14 ep 7 batch 115  train Loss: 1.394 | Acc:61.207% | total 1856
cli 14 ep 8 batch 115  train Loss: 1.416 | Acc:59.914% | total 1856
cli 14 ep 9 batch 115  train Loss: 1.344 | Acc:63.524% | total 1856
personalized cli 9 ep 0 batch 171  train Loss: 8661.664 | Acc:21.330% | total 2752
personalized cli 9 ep 1 batch 171  train Loss: 8584.474 | Acc:34.084% | total 2752
personalized cli 9 ep 2 batch 171  train Loss: 8545.769 | Acc:38.045% | total 2752
personalized cli 9 ep 3 batch 171  train Loss: 8526.395 | Acc:38.045% | total 2752
