img_resolution 32
Files already downloaded and verified
img_resolution 32
Files already downloaded and verified
cifar_noniid 50000 100 dir
5000 41000 4000
cifar_noniid 10000 100 dir
0 6000 4000
kd_idx len 5000 out of 5000
Successfully loaded weights from pretrained resnet
self.update_layer_name was defined. ['adapter', 'bn1', 'bn2', 'fc.weight', 'fc.bias']
local finetune 확인####################: False
personalized cli 4 ep 0 batch 168  train Loss: 4.240 | Acc:38.092% | total 2704
Server Batch[253/500] KD:0.0520 ValAcc20.48
Server Batch[254/500] KD:0.0536 ValAcc20.96
Server Batch[255/500] KD:0.0521 ValAcc20.42
Server Batch[256/500] KD:0.0545 ValAcc20.48
Server Batch[257/500] KD:0.0528 ValAcc20.66
Server Batch[258/500] KD:0.0535 ValAcc20.18
Server Batch[259/500] KD:0.0508 ValAcc20.56
Server Batch[260/500] KD:0.0522 ValAcc20.5
Server Batch[261/500] KD:0.0512 ValAcc20.72
Server Batch[262/500] KD:0.0514 ValAcc20.82
Server Batch[263/500] KD:0.0520 ValAcc20.58
Server Batch[264/500] KD:0.0524 ValAcc20.66
Server Batch[265/500] KD:0.0507 ValAcc21.0
Server Batch[266/500] KD:0.0525 ValAcc20.94
Server Batch[267/500] KD:0.0518 ValAcc20.22
Server Batch[268/500] KD:0.0512 ValAcc20.68
Server Batch[269/500] KD:0.0519 ValAcc20.42
Server Batch[270/500] KD:0.0511 ValAcc21.02
Server Batch[271/500] KD:0.0553 ValAcc20.76
Server Batch[272/500] KD:0.0523 ValAcc20.4
Server Batch[273/500] KD:0.0515 ValAcc20.72
Server Batch[274/500] KD:0.0502 ValAcc20.64
Server Batch[275/500] KD:0.0597 ValAcc20.54
Server Batch[276/500] KD:0.0534 ValAcc20.94
Server Batch[277/500] KD:0.0516 ValAcc20.72
Server Batch[278/500] KD:0.0545 ValAcc21.16
Server Batch[279/500] KD:0.0518 ValAcc20.86
Server Batch[280/500] KD:0.0513 ValAcc20.96
Server Batch[281/500] KD:0.0503 ValAcc21.32
Server Batch[282/500] KD:0.0512 ValAcc21.28
Server Batch[283/500] KD:0.0515 ValAcc20.88
Server Batch[284/500] KD:0.0494 ValAcc21.2
Server Batch[285/500] KD:0.0522 ValAcc21.06
Server Batch[286/500] KD:0.0506 ValAcc21.06
Server Batch[287/500] KD:0.0538 ValAcc20.96
Server Batch[288/500] KD:0.0505 ValAcc21.5
Server Batch[289/500] KD:0.0497 ValAcc21.46
Server Batch[290/500] KD:0.0514 ValAcc21.28
Server Batch[291/500] KD:0.0515 ValAcc21.48
Server Batch[292/500] KD:0.0499 ValAcc21.34
Server Batch[293/500] KD:0.0511 ValAcc21.5
Server Batch[294/500] KD:0.0496 ValAcc21.56
Server Batch[295/500] KD:0.0505 ValAcc21.24
Server Batch[296/500] KD:0.0495 ValAcc20.9
Server Batch[297/500] KD:0.0497 ValAcc21.0
Server Batch[298/500] KD:0.0520 ValAcc21.26
Server Batch[299/500] KD:0.0476 ValAcc21.08
Server Batch[300/500] KD:0.0476 ValAcc21.04
Server Batch[301/500] KD:0.0509 ValAcc21.06
Server Batch[302/500] KD:0.0492 ValAcc20.68
Server Batch[303/500] KD:0.0494 ValAcc20.72
Server Batch[304/500] KD:0.0493 ValAcc21.16
Server Batch[305/500] KD:0.0484 ValAcc21.42
Server Batch[306/500] KD:0.0493 ValAcc21.08
Server Batch[307/500] KD:0.0502 ValAcc20.8
Server Batch[308/500] KD:0.0519 ValAcc21.22
Server Batch[309/500] KD:0.0490 ValAcc20.9
Server Batch[310/500] KD:0.0484 ValAcc21.42
Server Batch[311/500] KD:0.0518 ValAcc21.04
Server Batch[312/500] KD:0.0480 ValAcc21.48
Server Batch[313/500] KD:0.0484 ValAcc21.36
Server Batch[314/500] KD:0.0516 ValAcc21.8
Server Batch[315/500] KD:0.0491 ValAcc21.12
Server Batch[316/500] KD:0.0500 ValAcc21.28
Server Batch[317/500] KD:0.0485 ValAcc21.28
Server Batch[318/500] KD:0.0493 ValAcc21.54
Server Batch[319/500] KD:0.0490 ValAcc21.44
Server Batch[320/500] KD:0.0491 ValAcc21.44
Server Batch[321/500] KD:0.0484 ValAcc21.66
Server Batch[322/500] KD:0.0498 ValAcc21.54
Server Batch[323/500] KD:0.0511 ValAcc20.9
Server Batch[324/500] KD:0.0496 ValAcc21.14
Server Batch[325/500] KD:0.0482 ValAcc21.16
Server Batch[326/500] KD:0.0506 ValAcc21.32
Server Batch[327/500] KD:0.0479 ValAcc21.16
Server Batch[328/500] KD:0.0489 ValAcc21.06
Server Batch[329/500] KD:0.0519 ValAcc21.56
Server Batch[330/500] KD:0.0468 ValAcc21.68
Server Batch[331/500] KD:0.0492 ValAcc21.38
Server Batch[332/500] KD:0.0540 ValAcc21.48
Server Batch[333/500] KD:0.0492 ValAcc21.36
Server Batch[334/500] KD:0.0514 ValAcc21.52
Server Batch[335/500] KD:0.0492 ValAcc21.52
Server Batch[336/500] KD:0.0486 ValAcc21.28
Server Batch[337/500] KD:0.0483 ValAcc21.44
Server Batch[338/500] KD:0.0517 ValAcc21.18
Server Batch[339/500] KD:0.0488 ValAcc20.76
Server Batch[340/500] KD:0.0494 ValAcc21.0
Server Batch[341/500] KD:0.0482 ValAcc21.22
Server Batch[342/500] KD:0.0477 ValAcc21.38
Server Batch[343/500] KD:0.0485 ValAcc21.52
Server Batch[344/500] KD:0.0480 ValAcc21.54
Server Batch[345/500] KD:0.0472 ValAcc22.08
Server Batch[346/500] KD:0.0496 ValAcc21.48
Server Batch[347/500] KD:0.0472 ValAcc21.44
Server Batch[348/500] KD:0.0480 ValAcc21.64
