img_resolution 32
Files already downloaded and verified
img_resolution 32
Files already downloaded and verified
cifar_noniid 50000 100 dir
5000 41000 4000
cifar_noniid 10000 100 dir
0 6000 4000
kd_idx len 5000 out of 5000
Successfully loaded weights from pretrained resnet
self.update_layer_name was defined. ['adapter', 'bn1', 'bn2', 'fc.weight', 'fc.bias']
local finetune 확인####################: False
personalized cli 4 ep 0 batch 168  train Loss: 4.240 | Acc:38.092% | total 2704
Server Batch[107/500] KD:0.0343 ValAcc27.04
Server Batch[108/500] KD:0.0248 ValAcc26.58
Server Batch[109/500] KD:0.0267 ValAcc26.24
Server Batch[110/500] KD:0.0383 ValAcc26.58
Server Batch[111/500] KD:0.0230 ValAcc26.8
Server Batch[112/500] KD:0.0256 ValAcc26.94
Server Batch[113/500] KD:0.0243 ValAcc27.1
Server Batch[114/500] KD:0.0241 ValAcc26.68
Server Batch[115/500] KD:0.0260 ValAcc26.38
Server Batch[116/500] KD:0.0270 ValAcc27.0
Server Batch[117/500] KD:0.0231 ValAcc26.94
Server Batch[118/500] KD:0.0236 ValAcc26.44
Server Batch[119/500] KD:0.0241 ValAcc26.0
Server Batch[120/500] KD:0.0246 ValAcc25.96
Server Batch[121/500] KD:0.0248 ValAcc25.92
Server Batch[122/500] KD:0.0258 ValAcc25.98
Server Batch[123/500] KD:0.0244 ValAcc26.28
Server Batch[124/500] KD:0.0314 ValAcc26.28
Server Batch[125/500] KD:0.0199 ValAcc26.58
Server Batch[126/500] KD:0.0228 ValAcc26.68
Server Batch[127/500] KD:0.0256 ValAcc27.0
Server Batch[128/500] KD:0.0288 ValAcc27.08
Server Batch[129/500] KD:0.0205 ValAcc26.32
Server Batch[130/500] KD:0.0215 ValAcc26.12
Server Batch[131/500] KD:0.0227 ValAcc26.42
Server Batch[132/500] KD:0.0264 ValAcc26.86
Server Batch[133/500] KD:0.0201 ValAcc26.68
Server Batch[134/500] KD:0.0209 ValAcc26.66
Server Batch[135/500] KD:0.0199 ValAcc26.98
Server Batch[136/500] KD:0.0231 ValAcc26.48
Server Batch[137/500] KD:0.0217 ValAcc26.42
Server Batch[138/500] KD:0.0214 ValAcc26.46
Server Batch[139/500] KD:0.0215 ValAcc26.58
Server Batch[140/500] KD:0.0232 ValAcc26.38
Server Batch[141/500] KD:0.0215 ValAcc26.78
Server Batch[142/500] KD:0.0225 ValAcc26.98
Server Batch[143/500] KD:0.0188 ValAcc26.64
Server Batch[144/500] KD:0.0204 ValAcc27.0
Server Batch[145/500] KD:0.0197 ValAcc26.84
Server Batch[146/500] KD:0.0199 ValAcc26.34
Server Batch[147/500] KD:0.0190 ValAcc26.62
Server Batch[148/500] KD:0.0232 ValAcc26.9
Server Batch[149/500] KD:0.0507 ValAcc26.86
Server Batch[150/500] KD:0.0371 ValAcc26.06
Server Batch[151/500] KD:0.0245 ValAcc26.46
Server Batch[152/500] KD:0.0270 ValAcc26.56
Server Batch[153/500] KD:0.0258 ValAcc26.58
Server Batch[154/500] KD:0.0255 ValAcc26.12
Server Batch[155/500] KD:0.0260 ValAcc26.68
Server Batch[156/500] KD:0.0231 ValAcc26.34
Server Batch[157/500] KD:0.0261 ValAcc26.22
Server Batch[158/500] KD:0.0462 ValAcc26.48
Server Batch[159/500] KD:0.0204 ValAcc26.44
Server Batch[160/500] KD:0.0255 ValAcc25.86
Server Batch[161/500] KD:0.2820 ValAcc26.18
Server Batch[162/500] KD:0.0316 ValAcc25.28
Server Batch[163/500] KD:0.0638 ValAcc24.3
Server Batch[164/500] KD:0.0882 ValAcc22.7
Server Batch[165/500] KD:0.0980 ValAcc22.1
Server Batch[166/500] KD:0.0980 ValAcc21.86
Server Batch[167/500] KD:0.0735 ValAcc21.8
Server Batch[168/500] KD:0.0774 ValAcc21.84
Server Batch[169/500] KD:0.0925 ValAcc21.96
Server Batch[170/500] KD:0.0695 ValAcc21.46
Server Batch[171/500] KD:0.0663 ValAcc22.28
Server Batch[172/500] KD:0.0684 ValAcc22.58
Server Batch[173/500] KD:0.0667 ValAcc23.42
Server Batch[174/500] KD:0.0628 ValAcc23.8
Server Batch[175/500] KD:0.0567 ValAcc23.8
Server Batch[176/500] KD:0.0584 ValAcc24.24
Server Batch[177/500] KD:0.0609 ValAcc24.46
Server Batch[178/500] KD:0.0499 ValAcc24.78
Server Batch[179/500] KD:0.0487 ValAcc24.82
Server Batch[180/500] KD:0.0552 ValAcc24.66
Server Batch[181/500] KD:0.0466 ValAcc25.06
Server Batch[182/500] KD:0.0637 ValAcc24.38
Server Batch[183/500] KD:0.0523 ValAcc25.66
Server Batch[184/500] KD:0.0473 ValAcc25.56
Server Batch[185/500] KD:0.0452 ValAcc25.4
Server Batch[186/500] KD:0.0447 ValAcc25.68
Server Batch[187/500] KD:0.0413 ValAcc26.18
Server Batch[188/500] KD:0.0383 ValAcc26.04
Server Batch[189/500] KD:0.0400 ValAcc26.0
Server Batch[190/500] KD:0.0398 ValAcc26.42
Server Batch[191/500] KD:0.0395 ValAcc26.04
Server Batch[192/500] KD:0.0391 ValAcc26.34
Server Batch[193/500] KD:0.0406 ValAcc26.04
Server Batch[194/500] KD:0.0788 ValAcc26.18
Server Batch[195/500] KD:0.0366 ValAcc25.94
Server Batch[196/500] KD:0.0403 ValAcc25.86
Server Batch[197/500] KD:0.0525 ValAcc25.36
Server Batch[198/500] KD:0.0440 ValAcc25.9
Server Batch[199/500] KD:0.0350 ValAcc25.54
Server Batch[200/500] KD:0.0400 ValAcc26.04
Server Batch[201/500] KD:0.0359 ValAcc25.9
Server Batch[202/500] KD:0.0342 ValAcc26.4
Server Batch[203/500] KD:0.0308 ValAcc26.28
Server Batch[204/500] KD:0.0346 ValAcc25.94
Server Batch[205/500] KD:0.0414 ValAcc26.36
Server Batch[206/500] KD:0.0765 ValAcc26.34
Server Batch[207/500] KD:0.0328 ValAcc26.4
Server Batch[208/500] KD:0.0357 ValAcc25.82
Server Batch[209/500] KD:0.0388 ValAcc26.42
Server Batch[210/500] KD:0.0372 ValAcc25.86
Server Batch[211/500] KD:0.0358 ValAcc26.22
Server Batch[212/500] KD:0.0327 ValAcc26.02
Server Batch[213/500] KD:0.0351 ValAcc26.22
Server Batch[214/500] KD:0.0297 ValAcc26.46
Server Batch[215/500] KD:0.0302 ValAcc26.22
Server Batch[216/500] KD:0.0304 ValAcc26.64
Server Batch[217/500] KD:0.0317 ValAcc26.12
Server Batch[218/500] KD:0.0298 ValAcc26.6
Server Batch[219/500] KD:0.0298 ValAcc26.34
Server Batch[220/500] KD:0.0320 ValAcc25.96
Server Batch[221/500] KD:0.0280 ValAcc26.24
Server Batch[222/500] KD:0.0286 ValAcc26.7
Server Batch[223/500] KD:0.0354 ValAcc26.5
Server Batch[224/500] KD:0.0288 ValAcc25.94
Server Batch[225/500] KD:0.0326 ValAcc26.32
Server Batch[226/500] KD:0.0278 ValAcc26.6
Server Batch[227/500] KD:0.0292 ValAcc26.8
Server Batch[228/500] KD:0.0273 ValAcc27.02
Server Batch[229/500] KD:0.0293 ValAcc26.52
Server Batch[230/500] KD:0.0285 ValAcc26.26
Server Batch[231/500] KD:0.0313 ValAcc27.1
Server Batch[232/500] KD:0.0273 ValAcc26.64
Server Batch[233/500] KD:0.0262 ValAcc26.96
Server Batch[234/500] KD:0.0257 ValAcc26.78
Server Batch[235/500] KD:0.0265 ValAcc26.56
Server Batch[236/500] KD:0.0261 ValAcc27.02
Server Batch[237/500] KD:0.0281 ValAcc26.72
Server Batch[238/500] KD:0.0271 ValAcc27.08
Server Batch[239/500] KD:0.0250 ValAcc26.76
Server Batch[240/500] KD:0.0296 ValAcc26.78
Server Batch[241/500] KD:0.0250 ValAcc26.9
Server Batch[242/500] KD:0.0240 ValAcc27.24
Server Batch[243/500] KD:0.0264 ValAcc26.68
Server Batch[244/500] KD:0.0264 ValAcc26.66
Server Batch[245/500] KD:0.0255 ValAcc26.74
Server Batch[246/500] KD:0.0266 ValAcc27.52
Server Batch[247/500] KD:0.0253 ValAcc26.84
Server Batch[248/500] KD:0.0288 ValAcc26.8
Server Batch[249/500] KD:0.0255 ValAcc26.84
Server Batch[250/500] KD:0.0362 ValAcc27.1
Server Batch[251/500] KD:0.0258 ValAcc27.26
Server Batch[252/500] KD:0.0224 ValAcc26.24
Server Batch[253/500] KD:0.0237 ValAcc26.34
Server Batch[254/500] KD:0.0257 ValAcc26.3
Server Batch[255/500] KD:0.0242 ValAcc26.42
Server Batch[256/500] KD:0.0248 ValAcc26.56
Server Batch[257/500] KD:0.0569 ValAcc26.92
Server Batch[258/500] KD:0.0242 ValAcc26.82
Server Batch[259/500] KD:0.0233 ValAcc26.8
Server Batch[260/500] KD:0.0272 ValAcc27.34
Server Batch[261/500] KD:0.0241 ValAcc26.96
Server Batch[262/500] KD:0.0254 ValAcc27.28
Server Batch[263/500] KD:0.0468 ValAcc27.02
Server Batch[264/500] KD:0.0270 ValAcc27.34
Server Batch[265/500] KD:0.0264 ValAcc26.82
Server Batch[266/500] KD:0.0466 ValAcc26.8
Server Batch[267/500] KD:0.0268 ValAcc26.66
Server Batch[268/500] KD:0.0244 ValAcc26.26
Server Batch[269/500] KD:0.0268 ValAcc26.96
Server Batch[270/500] KD:0.0257 ValAcc26.72
Server Batch[271/500] KD:0.0305 ValAcc26.86
Server Batch[272/500] KD:0.0262 ValAcc26.96
Server Batch[273/500] KD:0.0419 ValAcc26.74
Server Batch[274/500] KD:0.0241 ValAcc26.82
Server Batch[275/500] KD:0.0237 ValAcc27.02
Server Batch[276/500] KD:0.0355 ValAcc26.84
Server Batch[277/500] KD:0.0247 ValAcc26.7
Server Batch[278/500] KD:0.0267 ValAcc26.84
Server Batch[279/500] KD:0.0281 ValAcc27.0
Server Batch[280/500] KD:0.0251 ValAcc27.06
Server Batch[281/500] KD:0.0242 ValAcc26.58
Server Batch[282/500] KD:0.0245 ValAcc27.48
Server Batch[283/500] KD:0.0234 ValAcc26.48
Server Batch[284/500] KD:0.0249 ValAcc26.94
Server Batch[285/500] KD:0.0278 ValAcc26.9
Server Batch[286/500] KD:0.0233 ValAcc26.4
Server Batch[287/500] KD:0.0232 ValAcc27.06
Server Batch[288/500] KD:0.0255 ValAcc26.58
Server Batch[289/500] KD:0.0231 ValAcc26.42
Server Batch[290/500] KD:0.0238 ValAcc26.56
Server Batch[291/500] KD:0.0224 ValAcc27.02
Server Batch[292/500] KD:0.0250 ValAcc26.16
Server Batch[293/500] KD:0.0236 ValAcc26.62
Server Batch[294/500] KD:0.0232 ValAcc26.86
Server Batch[295/500] KD:0.0248 ValAcc26.04
Server Batch[296/500] KD:0.0514 ValAcc27.1
Server Batch[297/500] KD:0.0239 ValAcc26.28
Server Batch[298/500] KD:0.0231 ValAcc27.16
Server Batch[299/500] KD:0.0831 ValAcc26.24
Server Batch[300/500] KD:0.0324 ValAcc26.44
Server Batch[301/500] KD:0.0232 ValAcc26.58
Server Batch[302/500] KD:0.0247 ValAcc27.04
Server Batch[303/500] KD:0.0242 ValAcc26.7
Server Batch[304/500] KD:0.0263 ValAcc26.84
Server Batch[305/500] KD:0.0288 ValAcc26.88
Server Batch[306/500] KD:0.0242 ValAcc27.16
Server Batch[307/500] KD:0.0230 ValAcc27.14
Server Batch[308/500] KD:0.0571 ValAcc27.02
Server Batch[309/500] KD:0.0238 ValAcc26.8
Server Batch[310/500] KD:0.0260 ValAcc27.06
Server Batch[311/500] KD:0.0231 ValAcc27.22
Server Batch[312/500] KD:0.0225 ValAcc26.34
Server Batch[313/500] KD:0.0227 ValAcc26.78
Server Batch[314/500] KD:0.0275 ValAcc26.6
Server Batch[315/500] KD:0.0220 ValAcc26.64
Server Batch[316/500] KD:0.0219 ValAcc26.14
Server Batch[317/500] KD:0.0237 ValAcc26.6
Server Batch[318/500] KD:0.0214 ValAcc26.68
Server Batch[319/500] KD:0.0247 ValAcc26.24
Server Batch[320/500] KD:0.0227 ValAcc26.44
Server Batch[321/500] KD:0.0230 ValAcc27.0
Server Batch[322/500] KD:0.0223 ValAcc27.3
Server Batch[323/500] KD:0.0484 ValAcc26.68
Server Batch[324/500] KD:0.0339 ValAcc26.98
Server Batch[325/500] KD:0.0217 ValAcc27.24
Server Batch[326/500] KD:0.0248 ValAcc27.16
Server Batch[327/500] KD:0.0229 ValAcc26.92
Server Batch[328/500] KD:0.0237 ValAcc27.38
Server Batch[329/500] KD:0.0227 ValAcc27.04
Server Batch[330/500] KD:0.0206 ValAcc26.84
Server Batch[331/500] KD:0.0226 ValAcc26.52
Server Batch[332/500] KD:0.0224 ValAcc26.72
Server Batch[333/500] KD:0.0211 ValAcc27.16
Server Batch[334/500] KD:0.0213 ValAcc26.72
Server Batch[335/500] KD:0.0237 ValAcc26.86
Server Batch[336/500] KD:0.0219 ValAcc26.76
Server Batch[337/500] KD:0.0227 ValAcc27.04
Server Batch[338/500] KD:0.0220 ValAcc26.16
Server Batch[339/500] KD:0.0201 ValAcc27.08
Server Batch[340/500] KD:0.0259 ValAcc26.78
Server Batch[341/500] KD:0.0221 ValAcc27.26
Server Batch[342/500] KD:0.0235 ValAcc26.94
Server Batch[343/500] KD:0.0204 ValAcc26.82
Server Batch[344/500] KD:0.0454 ValAcc26.72
Server Batch[345/500] KD:0.0205 ValAcc26.76
Server Batch[346/500] KD:0.0212 ValAcc26.88
Server Batch[347/500] KD:0.0241 ValAcc26.56
Server Batch[348/500] KD:0.0206 ValAcc26.66
Server Batch[349/500] KD:0.0213 ValAcc26.98
Server Batch[350/500] KD:0.0224 ValAcc26.38
Server Batch[351/500] KD:0.0207 ValAcc26.6
Server Batch[352/500] KD:0.0247 ValAcc26.3
Server Batch[353/500] KD:0.0226 ValAcc26.8
Server Batch[354/500] KD:0.0228 ValAcc26.94
Server Batch[355/500] KD:0.0204 ValAcc26.74
Server Batch[356/500] KD:0.0209 ValAcc26.96
Server Batch[357/500] KD:0.0200 ValAcc27.04
Server Batch[358/500] KD:0.0230 ValAcc26.9
Server Batch[359/500] KD:0.0332 ValAcc27.06
Server Batch[360/500] KD:0.0200 ValAcc26.84
Server Batch[361/500] KD:0.0196 ValAcc26.84
Server Batch[362/500] KD:0.0223 ValAcc26.64
Server Batch[363/500] KD:0.0379 ValAcc27.24
Server Batch[364/500] KD:0.0209 ValAcc26.86
Server Batch[365/500] KD:0.0231 ValAcc26.28
Server Batch[366/500] KD:0.0209 ValAcc27.24
Server Batch[367/500] KD:0.0219 ValAcc26.54
Server Batch[368/500] KD:0.0186 ValAcc26.9
Server Batch[369/500] KD:0.0199 ValAcc27.06
Server Batch[370/500] KD:0.0288 ValAcc27.22
Server Batch[371/500] KD:0.0208 ValAcc26.98
Server Batch[372/500] KD:0.0195 ValAcc26.92
Server Batch[373/500] KD:0.0202 ValAcc26.74
Server Batch[374/500] KD:0.0242 ValAcc27.08
Server Batch[375/500] KD:0.0210 ValAcc26.6
Server Batch[376/500] KD:0.0210 ValAcc27.24
Server Batch[377/500] KD:0.0214 ValAcc27.36
Server Batch[378/500] KD:0.0219 ValAcc27.24
Server Batch[379/500] KD:0.0216 ValAcc26.96
Server Batch[380/500] KD:0.0297 ValAcc27.1
Server Batch[381/500] KD:0.0201 ValAcc27.2
Server Batch[382/500] KD:0.0214 ValAcc26.82
Server Batch[383/500] KD:0.0205 ValAcc26.36
Server Batch[384/500] KD:0.0207 ValAcc26.6
Server Batch[385/500] KD:0.0201 ValAcc27.04
Server Batch[386/500] KD:0.0212 ValAcc26.64
Server Batch[387/500] KD:0.0199 ValAcc27.02
Server Batch[388/500] KD:0.0200 ValAcc26.62
Server Batch[389/500] KD:0.0208 ValAcc27.14
Server Batch[390/500] KD:0.0204 ValAcc27.66
Server Batch[391/500] KD:0.0219 ValAcc27.28
Server Batch[392/500] KD:0.0211 ValAcc27.3
Server Batch[393/500] KD:0.0202 ValAcc27.58
Server Batch[394/500] KD:0.0209 ValAcc27.08
Server Batch[395/500] KD:0.0464 ValAcc26.58
Server Batch[396/500] KD:0.0282 ValAcc26.88
Server Batch[397/500] KD:0.0198 ValAcc27.0
Server Batch[398/500] KD:0.0207 ValAcc26.98
Server Batch[399/500] KD:0.0230 ValAcc26.84
Server Batch[400/500] KD:0.0198 ValAcc26.72
Server Batch[401/500] KD:0.0210 ValAcc26.62
Server Batch[402/500] KD:0.0205 ValAcc26.92
Server Batch[403/500] KD:0.0201 ValAcc26.88
Server Batch[404/500] KD:0.0241 ValAcc27.02
Server Batch[405/500] KD:0.0220 ValAcc26.96
Server Batch[406/500] KD:0.0193 ValAcc27.18
Server Batch[407/500] KD:0.0205 ValAcc26.48
Server Batch[408/500] KD:0.0197 ValAcc27.18
Server Batch[409/500] KD:0.0200 ValAcc26.78
Server Batch[410/500] KD:0.0203 ValAcc26.98
Server Batch[411/500] KD:0.0196 ValAcc26.98
Server Batch[412/500] KD:0.0201 ValAcc26.88
Server Batch[413/500] KD:0.0234 ValAcc27.18
Server Batch[414/500] KD:0.0202 ValAcc27.14
Server Batch[415/500] KD:0.0203 ValAcc26.66
Server Batch[416/500] KD:0.0301 ValAcc26.56
Server Batch[417/500] KD:0.0190 ValAcc26.94
Server Batch[418/500] KD:0.0199 ValAcc27.04
Server Batch[419/500] KD:0.0197 ValAcc26.92
Server Batch[420/500] KD:0.0195 ValAcc26.84
Server Batch[421/500] KD:0.0197 ValAcc27.06
Server Batch[422/500] KD:0.0198 ValAcc26.94
Server Batch[423/500] KD:0.0212 ValAcc27.2
Server Batch[424/500] KD:0.0183 ValAcc26.94
Server Batch[425/500] KD:0.0194 ValAcc26.78
Server Batch[426/500] KD:0.0208 ValAcc27.18
Server Batch[427/500] KD:0.0196 ValAcc27.36
Server Batch[428/500] KD:0.0189 ValAcc27.02
Server Batch[429/500] KD:0.0194 ValAcc26.82
Server Batch[430/500] KD:0.0210 ValAcc26.8
Server Batch[431/500] KD:0.0326 ValAcc27.18
Server Batch[432/500] KD:0.0203 ValAcc26.7
Server Batch[433/500] KD:0.0245 ValAcc26.76
Server Batch[434/500] KD:0.0189 ValAcc26.44
Server Batch[435/500] KD:0.0198 ValAcc27.0
Server Batch[436/500] KD:0.0197 ValAcc27.0
Server Batch[437/500] KD:0.0342 ValAcc26.5
Server Batch[438/500] KD:0.0201 ValAcc27.34
Server Batch[439/500] KD:0.0197 ValAcc27.02
Server Batch[440/500] KD:0.0200 ValAcc26.52
Server Batch[441/500] KD:0.0197 ValAcc26.76
Server Batch[442/500] KD:0.0220 ValAcc27.14
Server Batch[443/500] KD:0.0346 ValAcc26.92
Server Batch[444/500] KD:0.0210 ValAcc27.2
Server Batch[445/500] KD:0.0216 ValAcc27.2
Server Batch[446/500] KD:0.0197 ValAcc27.1
Server Batch[447/500] KD:0.0201 ValAcc27.06
Server Batch[448/500] KD:0.0242 ValAcc26.76
Server Batch[449/500] KD:0.0184 ValAcc26.96
Server Batch[450/500] KD:0.0217 ValAcc27.18
Server Batch[451/500] KD:0.0201 ValAcc26.72
Server Batch[452/500] KD:0.0192 ValAcc26.76
Server Batch[453/500] KD:0.0192 ValAcc26.86
Server Batch[454/500] KD:0.0189 ValAcc27.42
Server Batch[455/500] KD:0.0196 ValAcc26.54
Server Batch[456/500] KD:0.0196 ValAcc27.16
Server Batch[457/500] KD:0.0204 ValAcc26.58
Server Batch[458/500] KD:0.0339 ValAcc26.76
Server Batch[459/500] KD:0.0181 ValAcc26.28
Server Batch[460/500] KD:0.0207 ValAcc27.0
Server Batch[461/500] KD:0.0198 ValAcc26.86
Server Batch[462/500] KD:0.0205 ValAcc26.94
Server Batch[463/500] KD:0.0193 ValAcc26.62
Server Batch[464/500] KD:0.0231 ValAcc26.72
Server Batch[465/500] KD:0.0196 ValAcc26.62
Server Batch[466/500] KD:0.0198 ValAcc27.12
Server Batch[467/500] KD:0.0212 ValAcc26.88
Server Batch[468/500] KD:0.0222 ValAcc26.88
Server Batch[469/500] KD:0.0207 ValAcc26.98
Server Batch[470/500] KD:0.0298 ValAcc27.24
Server Batch[471/500] KD:0.0205 ValAcc27.14
Server Batch[472/500] KD:0.0191 ValAcc26.94
Server Batch[473/500] KD:0.0229 ValAcc27.08
Server Batch[474/500] KD:0.0187 ValAcc27.44
Server Batch[475/500] KD:0.0204 ValAcc26.62
Server Batch[476/500] KD:0.0193 ValAcc26.78
Server Batch[477/500] KD:0.0185 ValAcc26.72
Server Batch[478/500] KD:0.0192 ValAcc27.02
Server Batch[479/500] KD:0.0248 ValAcc26.52
Server Batch[480/500] KD:0.0227 ValAcc26.7
Server Batch[481/500] KD:0.0202 ValAcc27.08
Server Batch[482/500] KD:0.0289 ValAcc27.08
Server Batch[483/500] KD:0.0201 ValAcc27.52
Server Batch[484/500] KD:0.0203 ValAcc27.12
Server Batch[485/500] KD:0.0193 ValAcc27.16
Server Batch[486/500] KD:0.0195 ValAcc26.74
Server Batch[487/500] KD:0.0203 ValAcc27.1
Server Batch[488/500] KD:0.0201 ValAcc26.58
Server Batch[489/500] KD:0.0198 ValAcc26.68
Server Batch[490/500] KD:0.0200 ValAcc26.34
Server Batch[491/500] KD:0.0196 ValAcc26.66
Server Batch[492/500] KD:0.0212 ValAcc26.74
Server Batch[493/500] KD:0.0204 ValAcc27.24
Server Batch[494/500] KD:0.0185 ValAcc26.68
Server Batch[495/500] KD:0.0199 ValAcc27.0
Server Batch[496/500] KD:0.0203 ValAcc26.48
Server Batch[497/500] KD:0.0271 ValAcc27.08
Server Batch[498/500] KD:0.0191 ValAcc27.02
Server Batch[499/500] KD:0.0184 ValAcc26.98
use init server model instead.
round 1 select clients [15, 12, 6, 3, 19, 0, 13, 17] fedavg global model 29.44 time 12123.04
personalized cli 13 ep 0 batch 84  train Loss: 8518.979 | Acc:41.029% | total 1360
personalized cli 13 ep 1 batch 84  train Loss: 8517.109 | Acc:42.353% | total 1360
personalized cli 13 ep 2 batch 84  train Loss: 8515.794 | Acc:40.735% | total 1360
personalized cli 13 ep 3 batch 84  train Loss: 8514.884 | Acc:41.029% | total 1360
personalized cli 13 ep 4 batch 84  train Loss: 8514.236 | Acc:40.441% | total 1360
personalized cli 13 ep 5 batch 84  train Loss: 8513.777 | Acc:42.647% | total 1360
personalized cli 13 ep 6 batch 84  train Loss: 8513.400 | Acc:42.279% | total 1360
personalized cli 13 ep 7 batch 84  train Loss: 8513.163 | Acc:42.206% | total 1360
personalized cli 13 ep 8 batch 84  train Loss: 8513.022 | Acc:44.118% | total 1360
personalized cli 13 ep 9 batch 84  train Loss: 8512.933 | Acc:41.912% | total 1360
cli 13 ep 0 batch 84  train Loss: 2.580 | Acc:36.985% | total 1360
cli 13 ep 1 batch 84  train Loss: 2.192 | Acc:44.853% | total 1360
cli 13 ep 2 batch 84  train Loss: 2.091 | Acc:46.838% | total 1360
cli 13 ep 3 batch 84  train Loss: 2.067 | Acc:46.250% | total 1360
cli 13 ep 4 batch 84  train Loss: 1.927 | Acc:50.588% | total 1360
cli 13 ep 5 batch 84  train Loss: 1.943 | Acc:49.265% | total 1360
cli 13 ep 6 batch 84  train Loss: 1.867 | Acc:50.735% | total 1360
cli 13 ep 7 batch 84  train Loss: 1.834 | Acc:50.147% | total 1360
cli 13 ep 8 batch 84  train Loss: 1.778 | Acc:53.235% | total 1360
cli 13 ep 9 batch 84  train Loss: 1.788 | Acc:52.206% | total 1360
personalized cli 0 ep 0 batch 156  train Loss: 8672.995 | Acc:23.169% | total 2512
personalized cli 0 ep 1 batch 156  train Loss: 8597.867 | Acc:35.709% | total 2512
personalized cli 0 ep 2 batch 156  train Loss: 8558.079 | Acc:38.097% | total 2512
personalized cli 0 ep 3 batch 156  train Loss: 8536.850 | Acc:38.814% | total 2512
personalized cli 0 ep 4 batch 156  train Loss: 8525.549 | Acc:40.764% | total 2512
personalized cli 0 ep 5 batch 156  train Loss: 8519.452 | Acc:41.600% | total 2512
personalized cli 0 ep 6 batch 156  train Loss: 8516.252 | Acc:42.317% | total 2512
personalized cli 0 ep 7 batch 156  train Loss: 8514.532 | Acc:42.715% | total 2512
personalized cli 0 ep 8 batch 156  train Loss: 8513.593 | Acc:43.312% | total 2512
personalized cli 0 ep 9 batch 156  train Loss: 8513.146 | Acc:41.760% | total 2512
Computing loss landscape for all 20 clients at round 2...
Progress: 10/225 - alpha=-0.50, beta=0.14, avg_loss=785396.5007
Progress: 20/225 - alpha=-0.43, beta=-0.21, avg_loss=604685.4367
Progress: 30/225 - alpha=-0.43, beta=0.50, avg_loss=3357669.3287
Progress: 40/225 - alpha=-0.36, beta=0.14, avg_loss=227654.3006
Progress: 50/225 - alpha=-0.29, beta=-0.21, avg_loss=155284.5314
Progress: 60/225 - alpha=-0.29, beta=0.50, avg_loss=1432921.9442
Progress: 70/225 - alpha=-0.21, beta=0.14, avg_loss=113435.6249
Progress: 80/225 - alpha=-0.14, beta=-0.21, avg_loss=103397.8280
Progress: 90/225 - alpha=-0.14, beta=0.50, avg_loss=623664.7005
Progress: 100/225 - alpha=-0.07, beta=0.14, avg_loss=71106.8661
Progress: 110/225 - alpha=0.00, beta=-0.21, avg_loss=104834.2131
Progress: 120/225 - alpha=0.00, beta=0.50, avg_loss=353732.7896
Progress: 130/225 - alpha=0.07, beta=0.14, avg_loss=57406.4996
Progress: 140/225 - alpha=0.14, beta=-0.21, avg_loss=82810.7421
Progress: 150/225 - alpha=0.14, beta=0.50, avg_loss=372834.1411
Progress: 160/225 - alpha=0.21, beta=0.14, avg_loss=64526.3659
Progress: 170/225 - alpha=0.29, beta=-0.21, avg_loss=97437.6907
Progress: 180/225 - alpha=0.29, beta=0.50, avg_loss=633731.2196
Progress: 190/225 - alpha=0.36, beta=0.14, avg_loss=153906.5310
Progress: 200/225 - alpha=0.43, beta=-0.21, avg_loss=264177.1681
Progress: 210/225 - alpha=0.43, beta=0.50, avg_loss=1440657.1994
Progress: 220/225 - alpha=0.50, beta=0.14, avg_loss=424475.6370
✓ 3D loss landscape saved to 'loss_landscape_clients_3d_round2.png'
cli 0 ep 0 batch 156  train Loss: 2.455 | Acc:37.301% | total 2512
cli 0 ep 1 batch 156  train Loss: 1.986 | Acc:46.417% | total 2512
cli 0 ep 2 batch 156  train Loss: 1.798 | Acc:50.557% | total 2512
cli 0 ep 3 batch 156  train Loss: 1.758 | Acc:50.955% | total 2512
cli 0 ep 4 batch 156  train Loss: 1.726 | Acc:51.871% | total 2512
cli 0 ep 5 batch 156  train Loss: 1.682 | Acc:53.264% | total 2512
cli 0 ep 6 batch 156  train Loss: 1.640 | Acc:54.498% | total 2512
cli 0 ep 7 batch 156  train Loss: 1.652 | Acc:54.697% | total 2512
cli 0 ep 8 batch 156  train Loss: 1.588 | Acc:54.618% | total 2512
cli 0 ep 9 batch 156  train Loss: 1.536 | Acc:56.927% | total 2512
personalized cli 14 ep 0 batch 115  train Loss: 8673.537 | Acc:26.509% | total 1856
personalized cli 14 ep 1 batch 115  train Loss: 8609.185 | Acc:38.955% | total 1856
personalized cli 14 ep 2 batch 115  train Loss: 8569.010 | Acc:39.817% | total 1856
personalized cli 14 ep 3 batch 115  train Loss: 8543.745 | Acc:42.834% | total 1856
personalized cli 14 ep 4 batch 115  train Loss: 8527.859 | Acc:43.696% | total 1856
personalized cli 14 ep 5 batch 115  train Loss: 8517.889 | Acc:44.989% | total 1856
personalized cli 14 ep 6 batch 115  train Loss: 8511.600 | Acc:46.336% | total 1856
personalized cli 14 ep 7 batch 115  train Loss: 8507.723 | Acc:45.097% | total 1856
personalized cli 14 ep 8 batch 115  train Loss: 8505.188 | Acc:47.306% | total 1856
personalized cli 14 ep 9 batch 115  train Loss: 8503.687 | Acc:46.983% | total 1856
cli 14 ep 0 batch 115  train Loss: 2.432 | Acc:41.272% | total 1856
cli 14 ep 1 batch 115  train Loss: 1.919 | Acc:52.586% | total 1856
