img_resolution 32
Files already downloaded and verified
img_resolution 32
Files already downloaded and verified
cifar_noniid 50000 100 dir
5000 41000 4000
cifar_noniid 10000 100 dir
0 6000 4000
kd_idx len 5000 out of 5000
Successfully loaded weights from pretrained resnet
self.update_layer_name was defined. ['adapter', 'bn1', 'bn2', 'fc.weight', 'fc.bias']
local finetune 확인####################: False
personalized cli 4 ep 0 batch 168  train Loss: 4.263 | Acc:36.686% | total 2704
cli 5 ep 8 batch 121  train Loss: 1.579 | Acc:56.404% | total 1952
cli 5 ep 9 batch 121  train Loss: 1.507 | Acc:57.684% | total 1952
personalized cli 9 ep 0 batch 171  train Loss: 8665.759 | Acc:23.401% | total 2752
personalized cli 9 ep 1 batch 171  train Loss: 8587.116 | Acc:35.756% | total 2752
personalized cli 9 ep 2 batch 171  train Loss: 8547.630 | Acc:39.099% | total 2752
personalized cli 9 ep 3 batch 171  train Loss: 8527.839 | Acc:39.753% | total 2752
personalized cli 9 ep 4 batch 171  train Loss: 8517.906 | Acc:40.734% | total 2752
personalized cli 9 ep 5 batch 171  train Loss: 8512.904 | Acc:42.006% | total 2752
personalized cli 9 ep 6 batch 171  train Loss: 8510.393 | Acc:41.533% | total 2752
personalized cli 9 ep 7 batch 171  train Loss: 8509.136 | Acc:42.914% | total 2752
personalized cli 9 ep 8 batch 171  train Loss: 8508.500 | Acc:42.769% | total 2752
personalized cli 9 ep 9 batch 171  train Loss: 8508.150 | Acc:44.404% | total 2752
cli 9 ep 0 batch 171  train Loss: 2.137 | Acc:46.185% | total 2752
cli 9 ep 1 batch 171  train Loss: 1.820 | Acc:53.125% | total 2752
cli 9 ep 2 batch 171  train Loss: 1.711 | Acc:55.087% | total 2752
cli 9 ep 3 batch 171  train Loss: 1.660 | Acc:55.233% | total 2752
cli 9 ep 4 batch 171  train Loss: 1.656 | Acc:54.978% | total 2752
cli 9 ep 5 batch 171  train Loss: 1.631 | Acc:55.160% | total 2752
cli 9 ep 6 batch 171  train Loss: 1.590 | Acc:56.722% | total 2752
cli 9 ep 7 batch 171  train Loss: 1.576 | Acc:56.759% | total 2752
cli 9 ep 8 batch 171  train Loss: 1.519 | Acc:58.358% | total 2752
cli 9 ep 9 batch 171  train Loss: 1.479 | Acc:59.593% | total 2752
personalized cli 19 ep 0 batch 185  train Loss: 8661.710 | Acc:26.008% | total 2976
personalized cli 19 ep 1 batch 185  train Loss: 8580.700 | Acc:39.079% | total 2976
personalized cli 19 ep 2 batch 185  train Loss: 8542.330 | Acc:42.238% | total 2976
personalized cli 19 ep 3 batch 185  train Loss: 8524.080 | Acc:45.699% | total 2976
personalized cli 19 ep 4 batch 185  train Loss: 8515.505 | Acc:43.784% | total 2976
personalized cli 19 ep 5 batch 185  train Loss: 8511.402 | Acc:43.817% | total 2976
personalized cli 19 ep 6 batch 185  train Loss: 8509.401 | Acc:46.069% | total 2976
personalized cli 19 ep 7 batch 185  train Loss: 8508.510 | Acc:46.035% | total 2976
personalized cli 19 ep 8 batch 185  train Loss: 8508.058 | Acc:44.993% | total 2976
personalized cli 19 ep 9 batch 185  train Loss: 8507.843 | Acc:45.497% | total 2976
cli 19 ep 0 batch 185  train Loss: 2.044 | Acc:47.749% | total 2976
cli 19 ep 1 batch 185  train Loss: 1.668 | Acc:56.183% | total 2976
cli 19 ep 2 batch 185  train Loss: 1.629 | Acc:56.116% | total 2976
cli 19 ep 3 batch 185  train Loss: 1.529 | Acc:57.829% | total 2976
cli 19 ep 4 batch 185  train Loss: 1.502 | Acc:59.274% | total 2976
cli 19 ep 5 batch 185  train Loss: 1.486 | Acc:60.316% | total 2976
cli 19 ep 6 batch 185  train Loss: 1.475 | Acc:59.778% | total 2976
cli 19 ep 7 batch 185  train Loss: 1.437 | Acc:60.484% | total 2976
cli 19 ep 8 batch 185  train Loss: 1.428 | Acc:60.551% | total 2976
cli 19 ep 9 batch 185  train Loss: 1.385 | Acc:61.727% | total 2976
personalized cli 10 ep 0 batch 124  train Loss: 8679.542 | Acc:24.100% | total 2000
personalized cli 10 ep 1 batch 124  train Loss: 8611.670 | Acc:39.550% | total 2000
personalized cli 10 ep 2 batch 124  train Loss: 8570.736 | Acc:41.850% | total 2000
personalized cli 10 ep 3 batch 124  train Loss: 8545.896 | Acc:43.750% | total 2000
personalized cli 10 ep 4 batch 124  train Loss: 8530.835 | Acc:45.200% | total 2000
personalized cli 10 ep 5 batch 124  train Loss: 8521.698 | Acc:45.800% | total 2000
personalized cli 10 ep 6 batch 124  train Loss: 8516.181 | Acc:45.000% | total 2000
personalized cli 10 ep 7 batch 124  train Loss: 8512.829 | Acc:46.700% | total 2000
personalized cli 10 ep 8 batch 124  train Loss: 8510.779 | Acc:45.500% | total 2000
personalized cli 10 ep 9 batch 124  train Loss: 8509.540 | Acc:46.350% | total 2000
cli 10 ep 0 batch 124  train Loss: 2.198 | Acc:46.600% | total 2000
cli 10 ep 1 batch 124  train Loss: 1.745 | Acc:54.850% | total 2000
cli 10 ep 2 batch 124  train Loss: 1.670 | Acc:55.500% | total 2000
cli 10 ep 3 batch 124  train Loss: 1.589 | Acc:57.900% | total 2000
cli 10 ep 4 batch 124  train Loss: 1.548 | Acc:58.300% | total 2000
cli 10 ep 5 batch 124  train Loss: 1.444 | Acc:59.450% | total 2000
cli 10 ep 6 batch 124  train Loss: 1.462 | Acc:61.200% | total 2000
cli 10 ep 7 batch 124  train Loss: 1.446 | Acc:60.650% | total 2000
cli 10 ep 8 batch 124  train Loss: 1.414 | Acc:61.200% | total 2000
cli 10 ep 9 batch 124  train Loss: 1.400 | Acc:62.750% | total 2000
personalized cli 14 ep 0 batch 115  train Loss: 8682.331 | Acc:26.994% | total 1856
personalized cli 14 ep 1 batch 115  train Loss: 8617.298 | Acc:40.086% | total 1856
personalized cli 14 ep 2 batch 115  train Loss: 8576.538 | Acc:43.858% | total 1856
personalized cli 14 ep 3 batch 115  train Loss: 8550.936 | Acc:46.390% | total 1856
personalized cli 14 ep 4 batch 115  train Loss: 8534.850 | Acc:44.127% | total 1856
personalized cli 14 ep 5 batch 115  train Loss: 8524.715 | Acc:48.438% | total 1856
personalized cli 14 ep 6 batch 115  train Loss: 8518.307 | Acc:49.731% | total 1856
personalized cli 14 ep 7 batch 115  train Loss: 8514.298 | Acc:48.653% | total 1856
personalized cli 14 ep 8 batch 115  train Loss: 8511.824 | Acc:47.198% | total 1856
personalized cli 14 ep 9 batch 115  train Loss: 8510.214 | Acc:49.300% | total 1856
cli 14 ep 0 batch 115  train Loss: 1.944 | Acc:50.593% | total 1856
cli 14 ep 1 batch 115  train Loss: 1.601 | Acc:57.651% | total 1856
cli 14 ep 2 batch 115  train Loss: 1.529 | Acc:58.459% | total 1856
cli 14 ep 3 batch 115  train Loss: 1.485 | Acc:61.746% | total 1856
cli 14 ep 4 batch 115  train Loss: 1.425 | Acc:61.315% | total 1856
cli 14 ep 5 batch 115  train Loss: 1.416 | Acc:60.345% | total 1856
cli 14 ep 6 batch 115  train Loss: 1.397 | Acc:62.931% | total 1856
cli 14 ep 7 batch 115  train Loss: 1.361 | Acc:63.254% | total 1856
cli 14 ep 8 batch 115  train Loss: 1.298 | Acc:64.601% | total 1856
cli 14 ep 9 batch 115  train Loss: 1.324 | Acc:64.116% | total 1856
personalized cli 11 ep 0 batch 158  train Loss: 8669.299 | Acc:23.821% | total 2544
personalized cli 11 ep 1 batch 158  train Loss: 8593.183 | Acc:34.513% | total 2544
personalized cli 11 ep 2 batch 158  train Loss: 8552.981 | Acc:38.994% | total 2544
personalized cli 11 ep 3 batch 158  train Loss: 8531.737 | Acc:41.627% | total 2544
personalized cli 11 ep 4 batch 158  train Loss: 8520.449 | Acc:40.841% | total 2544
personalized cli 11 ep 5 batch 158  train Loss: 8514.505 | Acc:42.178% | total 2544
personalized cli 11 ep 6 batch 158  train Loss: 8511.340 | Acc:43.907% | total 2544
personalized cli 11 ep 7 batch 158  train Loss: 8509.733 | Acc:42.296% | total 2544
personalized cli 11 ep 8 batch 158  train Loss: 8508.799 | Acc:45.204% | total 2544
personalized cli 11 ep 9 batch 158  train Loss: 8508.370 | Acc:41.942% | total 2544
cli 11 ep 0 batch 158  train Loss: 2.324 | Acc:40.959% | total 2544
cli 11 ep 1 batch 158  train Loss: 1.872 | Acc:49.803% | total 2544
cli 11 ep 2 batch 158  train Loss: 1.781 | Acc:51.769% | total 2544
cli 11 ep 3 batch 158  train Loss: 1.699 | Acc:52.555% | total 2544
cli 11 ep 4 batch 158  train Loss: 1.665 | Acc:54.914% | total 2544
cli 11 ep 5 batch 158  train Loss: 1.624 | Acc:55.385% | total 2544
cli 11 ep 6 batch 158  train Loss: 1.609 | Acc:56.053% | total 2544
cli 11 ep 7 batch 158  train Loss: 1.540 | Acc:57.469% | total 2544
cli 11 ep 8 batch 158  train Loss: 1.555 | Acc:57.704% | total 2544
cli 11 ep 9 batch 158  train Loss: 1.519 | Acc:56.132% | total 2544
personalized cli 13 ep 0 batch 84  train Loss: 8513.984 | Acc:44.559% | total 1360
personalized cli 13 ep 1 batch 84  train Loss: 8512.146 | Acc:44.706% | total 1360
personalized cli 13 ep 2 batch 84  train Loss: 8510.822 | Acc:46.103% | total 1360
personalized cli 13 ep 3 batch 84  train Loss: 8509.933 | Acc:44.853% | total 1360
personalized cli 13 ep 4 batch 84  train Loss: 8509.266 | Acc:43.750% | total 1360
personalized cli 13 ep 5 batch 84  train Loss: 8508.801 | Acc:45.441% | total 1360
personalized cli 13 ep 6 batch 84  train Loss: 8508.541 | Acc:43.529% | total 1360
personalized cli 13 ep 7 batch 84  train Loss: 8508.226 | Acc:45.294% | total 1360
personalized cli 13 ep 8 batch 84  train Loss: 8508.032 | Acc:47.574% | total 1360
personalized cli 13 ep 9 batch 84  train Loss: 8507.998 | Acc:45.515% | total 1360
cli 13 ep 0 batch 84  train Loss: 2.210 | Acc:41.544% | total 1360
cli 13 ep 1 batch 84  train Loss: 1.878 | Acc:50.294% | total 1360
cli 13 ep 2 batch 84  train Loss: 1.775 | Acc:53.382% | total 1360
cli 13 ep 3 batch 84  train Loss: 1.701 | Acc:55.221% | total 1360
cli 13 ep 4 batch 84  train Loss: 1.682 | Acc:55.735% | total 1360
cli 13 ep 5 batch 84  train Loss: 1.621 | Acc:55.368% | total 1360
cli 13 ep 6 batch 84  train Loss: 1.600 | Acc:55.221% | total 1360
cli 13 ep 7 batch 84  train Loss: 1.522 | Acc:57.426% | total 1360
cli 13 ep 8 batch 84  train Loss: 1.499 | Acc:58.456% | total 1360
cli 13 ep 9 batch 84  train Loss: 1.536 | Acc:55.441% | total 1360
FedAveraging update ['adapter', 'bn1', 'bn2', 'fc.weight', 'fc.bias']
서버 모델의 총 파라미터 수: 12,628,132
서버 모델의 학습 가능한 파라미터 수: 1,459,428
init_perf_on_val:  37.06
use kd dataset cifar100
Server Batch[000/500] KD:0.1178 ValAcc27.3
Server Batch[001/500] KD:0.4729 ValAcc30.3
Server Batch[002/500] KD:0.8197 ValAcc27.94
Server Batch[003/500] KD:0.2684 ValAcc29.82
Server Batch[004/500] KD:0.2784 ValAcc30.94
Server Batch[005/500] KD:0.3296 ValAcc31.82
Server Batch[006/500] KD:0.2212 ValAcc31.88
Server Batch[007/500] KD:0.1863 ValAcc30.6
Server Batch[008/500] KD:0.1956 ValAcc30.24
Server Batch[009/500] KD:0.2314 ValAcc29.38
Server Batch[010/500] KD:0.1825 ValAcc30.18
Server Batch[011/500] KD:0.1733 ValAcc30.14
Server Batch[012/500] KD:0.1692 ValAcc30.02
Server Batch[013/500] KD:0.1579 ValAcc29.72
Server Batch[014/500] KD:0.2387 ValAcc29.62
Server Batch[015/500] KD:0.2426 ValAcc29.48
Server Batch[016/500] KD:0.1700 ValAcc29.3
Server Batch[017/500] KD:0.1524 ValAcc29.88
Server Batch[018/500] KD:0.1606 ValAcc30.7
Server Batch[019/500] KD:0.1527 ValAcc30.36
Server Batch[020/500] KD:0.1427 ValAcc30.34
Server Batch[021/500] KD:0.1406 ValAcc29.82
Server Batch[022/500] KD:0.1372 ValAcc29.64
Server Batch[023/500] KD:0.1988 ValAcc29.3
Server Batch[024/500] KD:0.1317 ValAcc29.06
Server Batch[025/500] KD:0.1414 ValAcc29.14
Server Batch[026/500] KD:0.1475 ValAcc28.48
Server Batch[027/500] KD:0.1281 ValAcc29.9
Server Batch[028/500] KD:0.1297 ValAcc29.88
Server Batch[029/500] KD:0.1329 ValAcc28.94
Server Batch[030/500] KD:0.1167 ValAcc29.58
Server Batch[031/500] KD:0.1168 ValAcc28.86
Server Batch[032/500] KD:0.1198 ValAcc29.28
Server Batch[033/500] KD:0.1202 ValAcc28.48
Server Batch[034/500] KD:0.1140 ValAcc29.36
Server Batch[035/500] KD:0.1209 ValAcc29.08
Server Batch[036/500] KD:0.1146 ValAcc29.18
Server Batch[037/500] KD:0.1111 ValAcc29.8
Server Batch[038/500] KD:0.1172 ValAcc29.54
Server Batch[039/500] KD:0.1055 ValAcc29.1
Server Batch[040/500] KD:0.1422 ValAcc29.88
Server Batch[041/500] KD:0.1243 ValAcc29.84
Server Batch[042/500] KD:0.1186 ValAcc29.46
Server Batch[043/500] KD:0.1101 ValAcc29.2
Server Batch[044/500] KD:0.1087 ValAcc28.52
Server Batch[045/500] KD:0.1101 ValAcc28.74
Server Batch[046/500] KD:0.1108 ValAcc28.88
Server Batch[047/500] KD:0.1133 ValAcc29.24
Server Batch[048/500] KD:0.1613 ValAcc30.12
Server Batch[049/500] KD:0.1115 ValAcc30.16
Server Batch[050/500] KD:0.1561 ValAcc30.24
Server Batch[051/500] KD:0.1132 ValAcc30.14
Server Batch[052/500] KD:0.1026 ValAcc29.62
Server Batch[053/500] KD:0.1011 ValAcc30.26
Server Batch[054/500] KD:0.1166 ValAcc30.3
Server Batch[055/500] KD:0.0987 ValAcc29.7
Server Batch[056/500] KD:0.1028 ValAcc29.02
Server Batch[057/500] KD:0.1105 ValAcc29.5
Server Batch[058/500] KD:0.0986 ValAcc29.68
Server Batch[059/500] KD:0.2428 ValAcc29.9
Server Batch[060/500] KD:0.1004 ValAcc30.3
Server Batch[061/500] KD:0.1182 ValAcc30.1
Server Batch[062/500] KD:0.1074 ValAcc30.5
Server Batch[063/500] KD:0.1078 ValAcc30.56
Server Batch[064/500] KD:0.1017 ValAcc30.22
Server Batch[065/500] KD:0.1660 ValAcc29.56
Server Batch[066/500] KD:0.1274 ValAcc29.12
Server Batch[067/500] KD:0.1295 ValAcc28.42
Server Batch[068/500] KD:0.1323 ValAcc28.88
Server Batch[069/500] KD:0.1140 ValAcc29.1
Server Batch[070/500] KD:0.1176 ValAcc28.98
Server Batch[071/500] KD:0.1160 ValAcc29.64
Server Batch[072/500] KD:0.1195 ValAcc29.98
Server Batch[073/500] KD:0.1206 ValAcc30.3
Server Batch[074/500] KD:0.2309 ValAcc29.6
Server Batch[075/500] KD:0.1223 ValAcc30.46
Server Batch[076/500] KD:0.1179 ValAcc29.98
Server Batch[077/500] KD:0.1683 ValAcc29.96
Server Batch[078/500] KD:0.1144 ValAcc30.68
Server Batch[079/500] KD:0.1215 ValAcc29.7
Server Batch[080/500] KD:0.1151 ValAcc30.36
Server Batch[081/500] KD:0.1072 ValAcc29.9
Server Batch[082/500] KD:0.1077 ValAcc29.94
Server Batch[083/500] KD:0.1014 ValAcc29.56
Server Batch[084/500] KD:0.1058 ValAcc29.96
Server Batch[085/500] KD:0.1069 ValAcc29.66
Server Batch[086/500] KD:0.1072 ValAcc29.66
Server Batch[087/500] KD:0.0992 ValAcc30.02
Server Batch[088/500] KD:0.1066 ValAcc29.72
Server Batch[089/500] KD:0.1086 ValAcc31.04
Server Batch[090/500] KD:0.0999 ValAcc31.18
Server Batch[091/500] KD:0.1063 ValAcc30.76
Server Batch[092/500] KD:0.3191 ValAcc30.16
Server Batch[093/500] KD:0.0969 ValAcc30.08
Server Batch[094/500] KD:0.1207 ValAcc29.56
Server Batch[095/500] KD:0.1089 ValAcc30.16
Server Batch[096/500] KD:0.1015 ValAcc30.0
Server Batch[097/500] KD:0.1002 ValAcc29.82
Server Batch[098/500] KD:0.0953 ValAcc30.0
Server Batch[099/500] KD:0.0987 ValAcc30.58
Server Batch[100/500] KD:0.1030 ValAcc29.62
Server Batch[101/500] KD:0.1035 ValAcc29.74
Server Batch[102/500] KD:0.1027 ValAcc29.36
Server Batch[103/500] KD:0.0947 ValAcc29.48
Server Batch[104/500] KD:0.2891 ValAcc30.14
Server Batch[105/500] KD:0.1132 ValAcc30.58
Server Batch[106/500] KD:0.1255 ValAcc30.76
Server Batch[107/500] KD:0.1635 ValAcc30.66
Server Batch[108/500] KD:0.1082 ValAcc30.82
Server Batch[109/500] KD:0.1172 ValAcc30.26
Server Batch[110/500] KD:0.1176 ValAcc30.16
Server Batch[111/500] KD:0.1304 ValAcc29.58
Server Batch[112/500] KD:0.2039 ValAcc29.68
Server Batch[113/500] KD:0.1715 ValAcc29.96
Server Batch[114/500] KD:0.1132 ValAcc29.24
Server Batch[115/500] KD:0.1251 ValAcc29.86
Server Batch[116/500] KD:0.2200 ValAcc31.02
Server Batch[117/500] KD:0.1298 ValAcc30.74
Server Batch[118/500] KD:0.1335 ValAcc31.48
Server Batch[119/500] KD:0.1416 ValAcc31.26
Server Batch[120/500] KD:0.1140 ValAcc30.82
Server Batch[121/500] KD:0.1153 ValAcc30.42
Server Batch[122/500] KD:0.1163 ValAcc30.12
Server Batch[123/500] KD:0.1116 ValAcc30.74
Server Batch[124/500] KD:0.1058 ValAcc30.54
Server Batch[125/500] KD:0.1115 ValAcc30.78
Server Batch[126/500] KD:0.1079 ValAcc29.46
Server Batch[127/500] KD:0.1034 ValAcc30.06
Server Batch[128/500] KD:0.1144 ValAcc30.4
Server Batch[129/500] KD:0.0963 ValAcc30.1
Server Batch[130/500] KD:0.0978 ValAcc30.72
Server Batch[131/500] KD:0.1985 ValAcc30.1
Server Batch[132/500] KD:0.1024 ValAcc30.82
Server Batch[133/500] KD:0.1090 ValAcc30.5
Server Batch[134/500] KD:0.1017 ValAcc30.72
Server Batch[135/500] KD:0.1038 ValAcc30.72
Server Batch[136/500] KD:0.1004 ValAcc31.28
Server Batch[137/500] KD:0.1028 ValAcc30.24
Server Batch[138/500] KD:0.0956 ValAcc30.9
Server Batch[139/500] KD:0.0994 ValAcc30.16
Server Batch[140/500] KD:0.0965 ValAcc29.86
Server Batch[141/500] KD:0.1213 ValAcc29.92
Server Batch[142/500] KD:0.0936 ValAcc29.52
Server Batch[143/500] KD:0.1090 ValAcc30.46
Server Batch[144/500] KD:0.0926 ValAcc30.4
Server Batch[145/500] KD:0.1902 ValAcc30.86
Server Batch[146/500] KD:0.0948 ValAcc30.8
Server Batch[147/500] KD:0.0991 ValAcc30.68
Server Batch[148/500] KD:0.1018 ValAcc31.26
Server Batch[149/500] KD:0.1033 ValAcc30.68
Server Batch[150/500] KD:0.0940 ValAcc30.24
Server Batch[151/500] KD:0.0895 ValAcc30.42
Server Batch[152/500] KD:0.0984 ValAcc30.2
Server Batch[153/500] KD:0.1094 ValAcc30.36
Server Batch[154/500] KD:0.0948 ValAcc29.62
Server Batch[155/500] KD:0.1282 ValAcc29.84
Server Batch[156/500] KD:0.0864 ValAcc29.8
Server Batch[157/500] KD:0.0910 ValAcc29.68
Server Batch[158/500] KD:0.0962 ValAcc30.64
Server Batch[159/500] KD:0.0882 ValAcc29.74
Server Batch[160/500] KD:0.0862 ValAcc29.9
Server Batch[161/500] KD:0.0841 ValAcc30.3
Server Batch[162/500] KD:0.0855 ValAcc30.18
Server Batch[163/500] KD:0.0910 ValAcc30.72
Server Batch[164/500] KD:0.1384 ValAcc30.28
Server Batch[165/500] KD:0.0877 ValAcc31.1
Server Batch[166/500] KD:0.0868 ValAcc30.48
Server Batch[167/500] KD:0.2197 ValAcc30.14
Server Batch[168/500] KD:0.0881 ValAcc30.04
Server Batch[169/500] KD:0.0955 ValAcc29.86
Server Batch[170/500] KD:0.1448 ValAcc29.12
Server Batch[171/500] KD:0.1011 ValAcc30.16
Server Batch[172/500] KD:0.0982 ValAcc30.72
Server Batch[173/500] KD:0.0964 ValAcc30.76
Server Batch[174/500] KD:0.0983 ValAcc30.62
Server Batch[175/500] KD:0.0931 ValAcc31.18
Server Batch[176/500] KD:0.0953 ValAcc30.44
Server Batch[177/500] KD:0.1209 ValAcc30.86
Server Batch[178/500] KD:0.0925 ValAcc30.28
Server Batch[179/500] KD:0.0951 ValAcc29.88
Server Batch[180/500] KD:0.0872 ValAcc30.36
Server Batch[181/500] KD:0.0965 ValAcc30.26
Server Batch[182/500] KD:0.0954 ValAcc30.28
Server Batch[183/500] KD:0.0878 ValAcc29.8
Server Batch[184/500] KD:0.0987 ValAcc30.06
Server Batch[185/500] KD:0.0901 ValAcc30.96
Server Batch[186/500] KD:0.0901 ValAcc30.24
Server Batch[187/500] KD:0.0838 ValAcc30.88
Server Batch[188/500] KD:0.0950 ValAcc30.84
Server Batch[189/500] KD:0.1003 ValAcc30.54
Server Batch[190/500] KD:0.0878 ValAcc30.54
Server Batch[191/500] KD:0.0831 ValAcc30.88
Server Batch[192/500] KD:0.0904 ValAcc30.96
Server Batch[193/500] KD:0.0836 ValAcc30.54
Server Batch[194/500] KD:0.0817 ValAcc30.94
Server Batch[195/500] KD:0.0860 ValAcc30.6
Server Batch[196/500] KD:0.0758 ValAcc30.48
Server Batch[197/500] KD:0.0898 ValAcc30.82
Server Batch[198/500] KD:0.0810 ValAcc30.0
Server Batch[199/500] KD:0.0858 ValAcc30.02
Server Batch[200/500] KD:0.5200 ValAcc31.16
Server Batch[201/500] KD:0.0917 ValAcc31.08
Server Batch[202/500] KD:0.1298 ValAcc30.78
Server Batch[203/500] KD:0.5910 ValAcc30.3
Server Batch[204/500] KD:0.2874 ValAcc29.74
Server Batch[205/500] KD:0.1253 ValAcc28.96
Server Batch[206/500] KD:0.3856 ValAcc28.3
Server Batch[207/500] KD:0.2013 ValAcc28.16
Server Batch[208/500] KD:0.2037 ValAcc28.34
Server Batch[209/500] KD:0.2797 ValAcc29.52
Server Batch[210/500] KD:0.1957 ValAcc29.54
Server Batch[211/500] KD:0.1393 ValAcc29.74
Server Batch[212/500] KD:0.1380 ValAcc30.86
Server Batch[213/500] KD:0.1593 ValAcc30.36
Server Batch[214/500] KD:0.1524 ValAcc30.62
Server Batch[215/500] KD:0.1712 ValAcc30.58
Server Batch[216/500] KD:0.1414 ValAcc30.5
Server Batch[217/500] KD:0.1408 ValAcc29.76
Server Batch[218/500] KD:0.1513 ValAcc29.58
Server Batch[219/500] KD:0.1253 ValAcc30.34
Server Batch[220/500] KD:0.1340 ValAcc29.18
Server Batch[221/500] KD:0.2972 ValAcc29.6
Server Batch[222/500] KD:0.1355 ValAcc30.3
Server Batch[223/500] KD:0.1434 ValAcc30.5
Server Batch[224/500] KD:0.4111 ValAcc30.66
Server Batch[225/500] KD:0.1417 ValAcc31.22
Server Batch[226/500] KD:0.1329 ValAcc31.02
Server Batch[227/500] KD:0.1338 ValAcc31.06
Server Batch[228/500] KD:0.1262 ValAcc31.12
Server Batch[229/500] KD:0.1234 ValAcc31.26
Server Batch[230/500] KD:0.2554 ValAcc31.16
Server Batch[231/500] KD:0.1121 ValAcc31.3
Server Batch[232/500] KD:0.1033 ValAcc31.06
Server Batch[233/500] KD:0.3037 ValAcc31.1
Server Batch[234/500] KD:0.1070 ValAcc30.52
Server Batch[235/500] KD:0.1008 ValAcc30.76
Server Batch[236/500] KD:0.2627 ValAcc31.16
Server Batch[237/500] KD:0.1142 ValAcc30.86
Server Batch[238/500] KD:0.1070 ValAcc30.22
Server Batch[239/500] KD:0.1121 ValAcc31.0
Server Batch[240/500] KD:0.1025 ValAcc30.7
Server Batch[241/500] KD:0.1023 ValAcc30.24
Server Batch[242/500] KD:0.1041 ValAcc30.96
Server Batch[243/500] KD:0.1071 ValAcc31.06
Server Batch[244/500] KD:0.0950 ValAcc30.3
Server Batch[245/500] KD:0.2319 ValAcc30.8
Server Batch[246/500] KD:0.0993 ValAcc30.3
Server Batch[247/500] KD:0.0986 ValAcc30.66
Server Batch[248/500] KD:0.2211 ValAcc30.72
Server Batch[249/500] KD:0.0938 ValAcc30.76
Server Batch[250/500] KD:0.1001 ValAcc31.06
Server Batch[251/500] KD:0.2134 ValAcc31.0
Server Batch[252/500] KD:0.0958 ValAcc30.56
Server Batch[253/500] KD:0.1033 ValAcc30.08
Server Batch[254/500] KD:0.1037 ValAcc30.72
Server Batch[255/500] KD:0.1091 ValAcc30.14
Server Batch[256/500] KD:0.0920 ValAcc30.66
Server Batch[257/500] KD:0.0984 ValAcc31.42
Server Batch[258/500] KD:0.0912 ValAcc30.84
Server Batch[259/500] KD:0.0935 ValAcc30.74
Server Batch[260/500] KD:0.1472 ValAcc31.24
Server Batch[261/500] KD:0.0977 ValAcc30.78
Server Batch[262/500] KD:0.0886 ValAcc30.86
Server Batch[263/500] KD:0.0877 ValAcc30.72
Server Batch[264/500] KD:0.0905 ValAcc30.28
Server Batch[265/500] KD:0.0906 ValAcc31.02
Server Batch[266/500] KD:0.1728 ValAcc30.68
Server Batch[267/500] KD:0.0956 ValAcc31.36
Server Batch[268/500] KD:0.0845 ValAcc31.12
Server Batch[269/500] KD:0.0931 ValAcc30.26
Server Batch[270/500] KD:0.0910 ValAcc31.3
Server Batch[271/500] KD:0.0815 ValAcc31.3
Server Batch[272/500] KD:0.1119 ValAcc30.9
Server Batch[273/500] KD:0.0911 ValAcc31.08
Server Batch[274/500] KD:0.0832 ValAcc31.7
Server Batch[275/500] KD:0.1645 ValAcc30.64
Server Batch[276/500] KD:0.0841 ValAcc31.7
Server Batch[277/500] KD:0.0856 ValAcc31.24
Server Batch[278/500] KD:0.1151 ValAcc31.18
Server Batch[279/500] KD:0.0910 ValAcc31.02
Server Batch[280/500] KD:0.1408 ValAcc31.56
Server Batch[281/500] KD:0.1433 ValAcc30.72
Server Batch[282/500] KD:0.0834 ValAcc30.7
Server Batch[283/500] KD:0.0839 ValAcc30.54
Server Batch[284/500] KD:0.0907 ValAcc31.16
Server Batch[285/500] KD:0.0903 ValAcc30.96
Server Batch[286/500] KD:0.0962 ValAcc30.78
Server Batch[287/500] KD:0.0852 ValAcc30.82
Server Batch[288/500] KD:0.0879 ValAcc31.3
Server Batch[289/500] KD:0.0802 ValAcc30.8
Server Batch[290/500] KD:0.0827 ValAcc31.1
Server Batch[291/500] KD:0.0790 ValAcc31.46
Server Batch[292/500] KD:0.0873 ValAcc30.8
Server Batch[293/500] KD:0.0800 ValAcc31.2
Server Batch[294/500] KD:0.0845 ValAcc31.16
Server Batch[295/500] KD:0.0824 ValAcc30.48
Server Batch[296/500] KD:0.0820 ValAcc31.0
Server Batch[297/500] KD:0.0852 ValAcc30.66
Server Batch[298/500] KD:0.0787 ValAcc31.16
Server Batch[299/500] KD:0.1126 ValAcc31.36
Server Batch[300/500] KD:0.0795 ValAcc30.8
Server Batch[301/500] KD:0.0850 ValAcc31.16
Server Batch[302/500] KD:0.1281 ValAcc30.98
Server Batch[303/500] KD:0.0764 ValAcc30.54
Server Batch[304/500] KD:0.0856 ValAcc30.5
Server Batch[305/500] KD:0.1399 ValAcc31.0
Server Batch[306/500] KD:0.0801 ValAcc30.14
Server Batch[307/500] KD:0.0785 ValAcc30.54
Server Batch[308/500] KD:0.1153 ValAcc30.96
Server Batch[309/500] KD:0.0814 ValAcc30.9
Server Batch[310/500] KD:0.0824 ValAcc30.76
Server Batch[311/500] KD:0.0893 ValAcc31.22
Server Batch[312/500] KD:0.0808 ValAcc30.48
Server Batch[313/500] KD:0.0762 ValAcc30.96
Server Batch[314/500] KD:0.1145 ValAcc31.2
Server Batch[315/500] KD:0.0826 ValAcc31.38
